Standort;Messzeitpunkt;Stunde;Wochentag;Wochentag ID;Kalenderwoche;Quartal;Lokale Zeitzone;Zeitintervall;Passantenaufkommen pro Standort;Richtung;Passantentyp;Passantenanzahl;ID;Kommune
Westenhellweg (West);2026-07-26T14:00:00+00:00;16;Sonntag;7;30;3;Europe/Berlin;hour;429;Richtung - Ostenhellweg;Kinder;2;575;Dortmund
Westenhellweg (West);2026-07-26T14:00:00+00:00;16;Sonntag;7;30;3;Europe/Berlin;hour;429;Richtung - Westentor;Kinder;2;575;Dortmund
Westenhellweg (Mitte);2026-07-26T14:00:00+00:00;16;Sonntag;7;30;3;Europe/Berlin;hour;605;Richtung - Hansastraße;Erwachsene;304;49;Dortmund
Westenhellweg (Mitte);2026-07-26T14:00:00+00:00;16;Sonntag;7;30;3;Europe/Berlin;hour;605;Richtung - Petrikirche;Kinder;2;49;Dortmund
Westenhellweg (Ost);2026-07-26T14:00:00+00:00;16;Sonntag;7;30;3;Europe/Berlin;hour;503;Richtung - Hansastraße;Kinder;8;246;Dortmund
Westenhellweg (Ost);2026-07-26T14:00:00+00:00;16;Sonntag;7;30;3;Europe/Berlin;hour;503;Richtung - Ostenhellweg;Kinder;15;246;Dortmund
Westenhellweg (West);2026-07-26T14:00:00+00:00;16;Sonntag;7;30;3;Europe/Berlin;hour;429;Richtung - Westentor;Erwachsene;215;575;Dortmund
Westenhellweg (Ost);2026-07-26T14:00:00+00:00;16;Sonntag;7;30;3;Europe/Berlin;hour;503;Richtung - Hansastraße;Erwachsene;253;246;Dortmund
Westenhellweg (Mitte);2026-07-26T14:00:00+00:00;16;Sonntag;7;30;3;Europe/Berlin;hour;605;Richtung - Hansastraße;Kinder;3;49;Dortmund
Westenhellweg (Mitte);2026-07-26T14:00:00+00:00;16;Sonntag;7;30;3;Europe/Berlin;hour;605;Richtung - Petrikirche;Erwachsene;296;49;Dortmund
Westenhellweg (Mitte);2026-07-26T15:00:00+00:00;17;Sonntag;7;30;3;Europe/Berlin;hour;611;Richtung - Petrikirche;Erwachsene;265;49;Dortmund
Westenhellweg (Ost);2026-07-26T15:00:00+00:00;17;Sonntag;7;30;3;Europe/Berlin;hour;467;Richtung - Hansastraße;Kinder;6;246;Dortmund
Westenhellweg (West);2026-07-26T15:00:00+00:00;17;Sonntag;7;30;3;Europe/Berlin;hour;432;Richtung - Westentor;Kinder;2;575;Dortmund
Westenhellweg (Mitte);2026-07-26T15:00:00+00:00;17;Sonntag;7;30;3;Europe/Berlin;hour;611;Richtung - Petrikirche;Kinder;3;49;Dortmund
Westenhellweg (West);2026-07-26T15:00:00+00:00;17;Sonntag;7;30;3;Europe/Berlin;hour;432;Richtung - Ostenhellweg;Erwachsene;212;575;Dortmund
Westenhellweg (West);2026-07-26T15:00:00+00:00;17;Sonntag;7;30;3;Europe/Berlin;hour;432;Richtung - Ostenhellweg;Kinder;4;575;Dortmund
Westenhellweg (West);2026-07-26T15:00:00+00:00;17;Sonntag;7;30;3;Europe/Berlin;hour;432;Richtung - Westentor;Erwachsene;214;575;Dortmund
Westenhellweg (Ost);2026-07-26T15:00:00+00:00;17;Sonntag;7;30;3;Europe/Berlin;hour;467;Richtung - Hansastraße;Erwachsene;205;246;Dortmund
Westenhellweg (Ost);2026-07-26T15:00:00+00:00;17;Sonntag;7;30;3;Europe/Berlin;hour;467;Richtung - Ostenhellweg;Kinder;10;246;Dortmund
Westenhellweg (Ost);2026-07-26T15:00:00+00:00;17;Sonntag;7;30;3;Europe/Berlin;hour;467;Richtung - Ostenhellweg;Erwachsene;246;246;Dortmund
Westenhellweg (Mitte);2026-07-26T15:00:00+00:00;17;Sonntag;7;30;3;Europe/Berlin;hour;611;Richtung - Hansastraße;Erwachsene;334;49;Dortmund
Westenhellweg (Mitte);2026-07-26T15:00:00+00:00;17;Sonntag;7;30;3;Europe/Berlin;hour;611;Richtung - Hansastraße;Kinder;9;49;Dortmund
Westenhellweg (Mitte);2026-07-26T16:00:00+00:00;18;Sonntag;7;30;3;Europe/Berlin;hour;724;Richtung - Hansastraße;Kinder;7;49;Dortmund
Westenhellweg (Mitte);2026-07-26T16:00:00+00:00;18;Sonntag;7;30;3;Europe/Berlin;hour;724;Richtung - Petrikirche;Erwachsene;292;49;Dortmund
Westenhellweg (West);2026-07-26T16:00:00+00:00;18;Sonntag;7;30;3;Europe/Berlin;hour;412;Richtung - Ostenhellweg;Erwachsene;198;575;Dortmund
Westenhellweg (Mitte);2026-07-26T16:00:00+00:00;18;Sonntag;7;30;3;Europe/Berlin;hour;724;Richtung - Petrikirche;Kinder;3;49;Dortmund
Westenhellweg (West);2026-07-26T16:00:00+00:00;18;Sonntag;7;30;3;Europe/Berlin;hour;412;Richtung - Ostenhellweg;Kinder;2;575;Dortmund
Westenhellweg (West);2026-07-26T16:00:00+00:00;18;Sonntag;7;30;3;Europe/Berlin;hour;412;Richtung - Westentor;Erwachsene;210;575;Dortmund
Westenhellweg (Ost);2026-07-26T16:00:00+00:00;18;Sonntag;7;30;3;Europe/Berlin;hour;557;Richtung - Ostenhellweg;Kinder;6;246;Dortmund
Westenhellweg (West);2026-07-26T16:00:00+00:00;18;Sonntag;7;30;3;Europe/Berlin;hour;412;Richtung - Westentor;Kinder;2;575;Dortmund
Westenhellweg (Ost);2026-07-26T16:00:00+00:00;18;Sonntag;7;30;3;Europe/Berlin;hour;557;Richtung - Hansastraße;Erwachsene;246;246;Dortmund
Westenhellweg (Ost);2026-07-26T16:00:00+00:00;18;Sonntag;7;30;3;Europe/Berlin;hour;557;Richtung - Hansastraße;Kinder;9;246;Dortmund
Westenhellweg (Ost);2026-07-26T16:00:00+00:00;18;Sonntag;7;30;3;Europe/Berlin;hour;557;Richtung - Ostenhellweg;Erwachsene;296;246;Dortmund
Westenhellweg (Mitte);2026-07-26T16:00:00+00:00;18;Sonntag;7;30;3;Europe/Berlin;hour;724;Richtung - Hansastraße;Erwachsene;422;49;Dortmund
Westenhellweg (Mitte);2026-07-26T17:00:00+00:00;19;Sonntag;7;30;3;Europe/Berlin;hour;672;Richtung - Hansastraße;Erwachsene;348;49;Dortmund
Westenhellweg (Mitte);2026-07-26T17:00:00+00:00;19;Sonntag;7;30;3;Europe/Berlin;hour;672;Richtung - Hansastraße;Kinder;2;49;Dortmund
Westenhellweg (Mitte);2026-07-26T17:00:00+00:00;19;Sonntag;7;30;3;Europe/Berlin;hour;672;Richtung - Petrikirche;Kinder;3;49;Dortmund
Westenhellweg (Ost);2026-07-26T17:00:00+00:00;19;Sonntag;7;30;3;Europe/Berlin;hour;491;Richtung - Hansastraße;Kinder;9;246;Dortmund
Westenhellweg (Ost);2026-07-26T17:00:00+00:00;19;Sonntag;7;30;3;Europe/Berlin;hour;491;Richtung - Ostenhellweg;Kinder;11;246;Dortmund
Westenhellweg (West);2026-07-26T17:00:00+00:00;19;Sonntag;7;30;3;Europe/Berlin;hour;411;Richtung - Ostenhellweg;Kinder;2;575;Dortmund
Westenhellweg (Mitte);2026-07-26T17:00:00+00:00;19;Sonntag;7;30;3;Europe/Berlin;hour;672;Richtung - Petrikirche;Erwachsene;319;49;Dortmund
Westenhellweg (West);2026-07-26T17:00:00+00:00;19;Sonntag;7;30;3;Europe/Berlin;hour;411;Richtung - Ostenhellweg;Erwachsene;195;575;Dortmund
Westenhellweg (Ost);2026-07-26T17:00:00+00:00;19;Sonntag;7;30;3;Europe/Berlin;hour;491;Richtung - Ostenhellweg;Erwachsene;252;246;Dortmund
Westenhellweg (West);2026-07-26T17:00:00+00:00;19;Sonntag;7;30;3;Europe/Berlin;hour;411;Richtung - Westentor;Erwachsene;212;575;Dortmund
Westenhellweg (West);2026-07-26T17:00:00+00:00;19;Sonntag;7;30;3;Europe/Berlin;hour;411;Richtung - Westentor;Kinder;2;575;Dortmund
Westenhellweg (Ost);2026-07-26T17:00:00+00:00;19;Sonntag;7;30;3;Europe/Berlin;hour;491;Richtung - Hansastraße;Erwachsene;219;246;Dortmund
Westenhellweg (Mitte);2026-07-26T18:00:00+00:00;20;Sonntag;7;30;3;Europe/Berlin;hour;167;Richtung - Hansastraße;Kinder;0;49;Dortmund
Westenhellweg (Mitte);2026-07-26T18:00:00+00:00;20;Sonntag;7;30;3;Europe/Berlin;hour;167;Richtung - Petrikirche;Erwachsene;90;49;Dortmund
Westenhellweg (Mitte);2026-07-26T18:00:00+00:00;20;Sonntag;7;30;3;Europe/Berlin;hour;167;Richtung - Petrikirche;Kinder;0;49;Dortmund
Westenhellweg (Ost);2026-07-26T18:00:00+00:00;20;Sonntag;7;30;3;Europe/Berlin;hour;141;Richtung - Hansastraße;Erwachsene;63;246;Dortmund
Westenhellweg (West);2026-07-26T18:00:00+00:00;20;Sonntag;7;30;3;Europe/Berlin;hour;165;Richtung - Ostenhellweg;Kinder;0;575;Dortmund
Westenhellweg (West);2026-07-26T18:00:00+00:00;20;Sonntag;7;30;3;Europe/Berlin;hour;165;Richtung - Westentor;Kinder;0;575;Dortmund
Westenhellweg (Ost);2026-07-26T18:00:00+00:00;20;Sonntag;7;30;3;Europe/Berlin;hour;141;Richtung - Ostenhellweg;Erwachsene;74;246;Dortmund
Westenhellweg (West);2026-07-26T18:00:00+00:00;20;Sonntag;7;30;3;Europe/Berlin;hour;165;Richtung - Ostenhellweg;Erwachsene;79;575;Dortmund
Westenhellweg (West);2026-07-26T18:00:00+00:00;20;Sonntag;7;30;3;Europe/Berlin;hour;165;Richtung - Westentor;Erwachsene;86;575;Dortmund
Westenhellweg (Ost);2026-07-26T18:00:00+00:00;20;Sonntag;7;30;3;Europe/Berlin;hour;141;Richtung - Hansastraße;Kinder;0;246;Dortmund
Westenhellweg (Ost);2026-07-26T18:00:00+00:00;20;Sonntag;7;30;3;Europe/Berlin;hour;141;Richtung - Ostenhellweg;Kinder;4;246;Dortmund
Westenhellweg (Mitte);2026-07-26T18:00:00+00:00;20;Sonntag;7;30;3;Europe/Berlin;hour;167;Richtung - Hansastraße;Erwachsene;77;49;Dortmund
Westenhellweg (Mitte);2026-07-26T19:00:00+00:00;21;Sonntag;7;30;3;Europe/Berlin;hour;250;Richtung - Petrikirche;Kinder;1;49;Dortmund
Westenhellweg (Ost);2026-07-26T19:00:00+00:00;21;Sonntag;7;30;3;Europe/Berlin;hour;139;Richtung - Ostenhellweg;Kinder;2;246;Dortmund
Westenhellweg (West);2026-07-26T19:00:00+00:00;21;Sonntag;7;30;3;Europe/Berlin;hour;160;Richtung - Ostenhellweg;Erwachsene;71;575;Dortmund
Westenhellweg (West);2026-07-26T19:00:00+00:00;21;Sonntag;7;30;3;Europe/Berlin;hour;160;Richtung - Ostenhellweg;Kinder;0;575;Dortmund
Westenhellweg (West);2026-07-26T19:00:00+00:00;21;Sonntag;7;30;3;Europe/Berlin;hour;160;Richtung - Westentor;Kinder;0;575;Dortmund
Westenhellweg (Ost);2026-07-26T19:00:00+00:00;21;Sonntag;7;30;3;Europe/Berlin;hour;139;Richtung - Hansastraße;Kinder;1;246;Dortmund
Westenhellweg (West);2026-07-26T19:00:00+00:00;21;Sonntag;7;30;3;Europe/Berlin;hour;160;Richtung - Westentor;Erwachsene;89;575;Dortmund
Westenhellweg (Ost);2026-07-26T19:00:00+00:00;21;Sonntag;7;30;3;Europe/Berlin;hour;139;Richtung - Hansastraße;Erwachsene;54;246;Dortmund
Westenhellweg (Ost);2026-07-26T19:00:00+00:00;21;Sonntag;7;30;3;Europe/Berlin;hour;139;Richtung - Ostenhellweg;Erwachsene;82;246;Dortmund
Westenhellweg (Mitte);2026-07-26T19:00:00+00:00;21;Sonntag;7;30;3;Europe/Berlin;hour;250;Richtung - Hansastraße;Erwachsene;143;49;Dortmund
Westenhellweg (Mitte);2026-07-26T19:00:00+00:00;21;Sonntag;7;30;3;Europe/Berlin;hour;250;Richtung - Hansastraße;Kinder;0;49;Dortmund
Westenhellweg (Mitte);2026-07-26T19:00:00+00:00;21;Sonntag;7;30;3;Europe/Berlin;hour;250;Richtung - Petrikirche;Erwachsene;106;49;Dortmund
Westenhellweg (Mitte);2026-07-26T20:00:00+00:00;22;Sonntag;7;30;3;Europe/Berlin;hour;186;Richtung - Hansastraße;Erwachsene;105;49;Dortmund
Westenhellweg (Ost);2026-07-26T20:00:00+00:00;22;Sonntag;7;30;3;Europe/Berlin;hour;148;Richtung - Hansastraße;Kinder;3;246;Dortmund
Westenhellweg (Ost);2026-07-26T20:00:00+00:00;22;Sonntag;7;30;3;Europe/Berlin;hour;148;Richtung - Ostenhellweg;Erwachsene;78;246;Dortmund
Westenhellweg (Ost);2026-07-26T20:00:00+00:00;22;Sonntag;7;30;3;Europe/Berlin;hour;148;Richtung - Ostenhellweg;Kinder;2;246;Dortmund
Westenhellweg (West);2026-07-26T20:00:00+00:00;22;Sonntag;7;30;3;Europe/Berlin;hour;162;Richtung - Ostenhellweg;Kinder;0;575;Dortmund
Westenhellweg (Mitte);2026-07-26T20:00:00+00:00;22;Sonntag;7;30;3;Europe/Berlin;hour;186;Richtung - Petrikirche;Kinder;0;49;Dortmund
Westenhellweg (West);2026-07-26T20:00:00+00:00;22;Sonntag;7;30;3;Europe/Berlin;hour;162;Richtung - Ostenhellweg;Erwachsene;72;575;Dortmund
Westenhellweg (West);2026-07-26T20:00:00+00:00;22;Sonntag;7;30;3;Europe/Berlin;hour;162;Richtung - Westentor;Erwachsene;90;575;Dortmund
Westenhellweg (West);2026-07-26T20:00:00+00:00;22;Sonntag;7;30;3;Europe/Berlin;hour;162;Richtung - Westentor;Kinder;0;575;Dortmund
Westenhellweg (Ost);2026-07-26T20:00:00+00:00;22;Sonntag;7;30;3;Europe/Berlin;hour;148;Richtung - Hansastraße;Erwachsene;65;246;Dortmund
Westenhellweg (Mitte);2026-07-26T20:00:00+00:00;22;Sonntag;7;30;3;Europe/Berlin;hour;186;Richtung - Hansastraße;Kinder;1;49;Dortmund
Westenhellweg (Mitte);2026-07-26T20:00:00+00:00;22;Sonntag;7;30;3;Europe/Berlin;hour;186;Richtung - Petrikirche;Erwachsene;80;49;Dortmund
Westenhellweg (Mitte);2026-07-26T21:00:00+00:00;23;Sonntag;7;30;3;Europe/Berlin;hour;121;Richtung - Petrikirche;Kinder;1;49;Dortmund
Westenhellweg (Ost);2026-07-26T21:00:00+00:00;23;Sonntag;7;30;3;Europe/Berlin;hour;88;Richtung - Ostenhellweg;Kinder;2;246;Dortmund
Westenhellweg (West);2026-07-26T21:00:00+00:00;23;Sonntag;7;30;3;Europe/Berlin;hour;72;Richtung - Ostenhellweg;Kinder;0;575;Dortmund
Westenhellweg (West);2026-07-26T21:00:00+00:00;23;Sonntag;7;30;3;Europe/Berlin;hour;72;Richtung - Westentor;Kinder;0;575;Dortmund
Westenhellweg (Mitte);2026-07-26T21:00:00+00:00;23;Sonntag;7;30;3;Europe/Berlin;hour;121;Richtung - Hansastraße;Erwachsene;58;49;Dortmund
Westenhellweg (Mitte);2026-07-26T21:00:00+00:00;23;Sonntag;7;30;3;Europe/Berlin;hour;121;Richtung - Petrikirche;Erwachsene;61;49;Dortmund
Westenhellweg (West);2026-07-26T21:00:00+00:00;23;Sonntag;7;30;3;Europe/Berlin;hour;72;Richtung - Westentor;Erwachsene;41;575;Dortmund
Westenhellweg (Ost);2026-07-26T21:00:00+00:00;23;Sonntag;7;30;3;Europe/Berlin;hour;88;Richtung - Ostenhellweg;Erwachsene;46;246;Dortmund
Westenhellweg (West);2026-07-26T21:00:00+00:00;23;Sonntag;7;30;3;Europe/Berlin;hour;72;Richtung - Ostenhellweg;Erwachsene;31;575;Dortmund
Westenhellweg (Ost);2026-07-26T21:00:00+00:00;23;Sonntag;7;30;3;Europe/Berlin;hour;88;Richtung - Hansastraße;Erwachsene;37;246;Dortmund
Westenhellweg (Ost);2026-07-26T21:00:00+00:00;23;Sonntag;7;30;3;Europe/Berlin;hour;88;Richtung - Hansastraße;Kinder;3;246;Dortmund
Westenhellweg (Mitte);2026-07-26T21:00:00+00:00;23;Sonntag;7;30;3;Europe/Berlin;hour;121;Richtung - Hansastraße;Kinder;1;49;Dortmund
Westenhellweg (Mitte);2026-07-26T22:00:00+00:00;0;Montag;1;31;3;Europe/Berlin;hour;18;Richtung - Hansastraße;Kinder;0;49;Dortmund
Westenhellweg (Mitte);2026-07-26T22:00:00+00:00;0;Montag;1;31;3;Europe/Berlin;hour;18;Richtung - Petrikirche;Erwachsene;10;49;Dortmund
Westenhellweg (Ost);2026-07-26T22:00:00+00:00;0;Montag;1;31;3;Europe/Berlin;hour;11;Richtung - Ostenhellweg;Erwachsene;4;246;Dortmund
Westenhellweg (Ost);2026-07-26T22:00:00+00:00;0;Montag;1;31;3;Europe/Berlin;hour;11;Richtung - Ostenhellweg;Kinder;0;246;Dortmund
Westenhellweg (West);2026-07-26T22:00:00+00:00;0;Montag;1;31;3;Europe/Berlin;hour;20;Richtung - Ostenhellweg;Erwachsene;10;575;Dortmund
Westenhellweg (West);2026-07-26T22:00:00+00:00;0;Montag;1;31;3;Europe/Berlin;hour;20;Richtung - Ostenhellweg;Kinder;0;575;Dortmund
Westenhellweg (West);2026-07-26T22:00:00+00:00;0;Montag;1;31;3;Europe/Berlin;hour;20;Richtung - Westentor;Erwachsene;10;575;Dortmund
Westenhellweg (Mitte);2026-07-26T22:00:00+00:00;0;Montag;1;31;3;Europe/Berlin;hour;18;Richtung - Petrikirche;Kinder;0;49;Dortmund
Westenhellweg (Ost);2026-07-26T22:00:00+00:00;0;Montag;1;31;3;Europe/Berlin;hour;11;Richtung - Hansastraße;Erwachsene;7;246;Dortmund
Westenhellweg (Ost);2026-07-26T22:00:00+00:00;0;Montag;1;31;3;Europe/Berlin;hour;11;Richtung - Hansastraße;Kinder;0;246;Dortmund
Westenhellweg (West);2026-07-26T22:00:00+00:00;0;Montag;1;31;3;Europe/Berlin;hour;20;Richtung - Westentor;Kinder;0;575;Dortmund
Westenhellweg (Mitte);2026-07-26T22:00:00+00:00;0;Montag;1;31;3;Europe/Berlin;hour;18;Richtung - Hansastraße;Erwachsene;8;49;Dortmund
Westenhellweg (Mitte);2026-07-26T23:00:00+00:00;1;Montag;1;31;3;Europe/Berlin;hour;30;Richtung - Hansastraße;Kinder;0;49;Dortmund
Westenhellweg (Ost);2026-07-26T23:00:00+00:00;1;Montag;1;31;3;Europe/Berlin;hour;22;Richtung - Hansastraße;Erwachsene;10;246;Dortmund
Westenhellweg (Ost);2026-07-26T23:00:00+00:00;1;Montag;1;31;3;Europe/Berlin;hour;22;Richtung - Hansastraße;Kinder;0;246;Dortmund
Westenhellweg (Mitte);2026-07-26T23:00:00+00:00;1;Montag;1;31;3;Europe/Berlin;hour;30;Richtung - Petrikirche;Kinder;0;49;Dortmund
Westenhellweg (West);2026-07-26T23:00:00+00:00;1;Montag;1;31;3;Europe/Berlin;hour;20;Richtung - Ostenhellweg;Erwachsene;10;575;Dortmund
Westenhellweg (West);2026-07-26T23:00:00+00:00;1;Montag;1;31;3;Europe/Berlin;hour;20;Richtung - Westentor;Erwachsene;10;575;Dortmund
Westenhellweg (West);2026-07-26T23:00:00+00:00;1;Montag;1;31;3;Europe/Berlin;hour;20;Richtung - Westentor;Kinder;0;575;Dortmund
Westenhellweg (Ost);2026-07-26T23:00:00+00:00;1;Montag;1;31;3;Europe/Berlin;hour;22;Richtung - Ostenhellweg;Kinder;0;246;Dortmund
Westenhellweg (West);2026-07-26T23:00:00+00:00;1;Montag;1;31;3;Europe/Berlin;hour;20;Richtung - Ostenhellweg;Kinder;0;575;Dortmund
Westenhellweg (Ost);2026-07-26T23:00:00+00:00;1;Montag;1;31;3;Europe/Berlin;hour;22;Richtung - Ostenhellweg;Erwachsene;12;246;Dortmund
Westenhellweg (Mitte);2026-07-26T23:00:00+00:00;1;Montag;1;31;3;Europe/Berlin;hour;30;Richtung - Hansastraße;Erwachsene;21;49;Dortmund
Westenhellweg (Mitte);2026-07-26T23:00:00+00:00;1;Montag;1;31;3;Europe/Berlin;hour;30;Richtung - Petrikirche;Erwachsene;9;49;Dortmund
Westenhellweg (Ost);2026-07-27T00:00:00+00:00;2;Montag;1;31;3;Europe/Berlin;hour;9;Richtung - Hansastraße;Erwachsene;5;246;Dortmund
Westenhellweg (Ost);2026-07-27T00:00:00+00:00;2;Montag;1;31;3;Europe/Berlin;hour;9;Richtung - Hansastraße;Kinder;0;246;Dortmund
Westenhellweg (West);2026-07-27T00:00:00+00:00;2;Montag;1;31;3;Europe/Berlin;hour;14;Richtung - Ostenhellweg;Kinder;0;575;Dortmund
Westenhellweg (Mitte);2026-07-27T00:00:00+00:00;2;Montag;1;31;3;Europe/Berlin;hour;16;Richtung - Hansastraße;Erwachsene;8;49;Dortmund
Westenhellweg (Mitte);2026-07-27T00:00:00+00:00;2;Montag;1;31;3;Europe/Berlin;hour;16;Richtung - Petrikirche;Kinder;0;49;Dortmund
Westenhellweg (West);2026-07-27T00:00:00+00:00;2;Montag;1;31;3;Europe/Berlin;hour;14;Richtung - Ostenhellweg;Erwachsene;8;575;Dortmund
Westenhellweg (West);2026-07-27T00:00:00+00:00;2;Montag;1;31;3;Europe/Berlin;hour;14;Richtung - Westentor;Erwachsene;6;575;Dortmund
Westenhellweg (Ost);2026-07-27T00:00:00+00:00;2;Montag;1;31;3;Europe/Berlin;hour;9;Richtung - Ostenhellweg;Erwachsene;4;246;Dortmund
Westenhellweg (West);2026-07-27T00:00:00+00:00;2;Montag;1;31;3;Europe/Berlin;hour;14;Richtung - Westentor;Kinder;0;575;Dortmund
Westenhellweg (Ost);2026-07-27T00:00:00+00:00;2;Montag;1;31;3;Europe/Berlin;hour;9;Richtung - Ostenhellweg;Kinder;0;246;Dortmund
Westenhellweg (Mitte);2026-07-27T00:00:00+00:00;2;Montag;1;31;3;Europe/Berlin;hour;16;Richtung - Hansastraße;Kinder;0;49;Dortmund
Westenhellweg (Mitte);2026-07-27T00:00:00+00:00;2;Montag;1;31;3;Europe/Berlin;hour;16;Richtung - Petrikirche;Erwachsene;8;49;Dortmund
Westenhellweg (Mitte);2026-07-27T01:00:00+00:00;3;Montag;1;31;3;Europe/Berlin;hour;20;Richtung - Hansastraße;Erwachsene;3;49;Dortmund
Westenhellweg (Mitte);2026-07-27T01:00:00+00:00;3;Montag;1;31;3;Europe/Berlin;hour;20;Richtung - Petrikirche;Erwachsene;17;49;Dortmund
Westenhellweg (Mitte);2026-07-27T01:00:00+00:00;3;Montag;1;31;3;Europe/Berlin;hour;20;Richtung - Petrikirche;Kinder;0;49;Dortmund
Westenhellweg (Ost);2026-07-27T01:00:00+00:00;3;Montag;1;31;3;Europe/Berlin;hour;8;Richtung - Hansastraße;Erwachsene;7;246;Dortmund
Westenhellweg (Ost);2026-07-27T01:00:00+00:00;3;Montag;1;31;3;Europe/Berlin;hour;8;Richtung - Hansastraße;Kinder;0;246;Dortmund
Westenhellweg (Ost);2026-07-27T01:00:00+00:00;3;Montag;1;31;3;Europe/Berlin;hour;8;Richtung - Ostenhellweg;Kinder;0;246;Dortmund
Westenhellweg (West);2026-07-27T01:00:00+00:00;3;Montag;1;31;3;Europe/Berlin;hour;12;Richtung - Ostenhellweg;Erwachsene;7;575;Dortmund
Westenhellweg (West);2026-07-27T01:00:00+00:00;3;Montag;1;31;3;Europe/Berlin;hour;12;Richtung - Ostenhellweg;Kinder;0;575;Dortmund
Westenhellweg (West);2026-07-27T01:00:00+00:00;3;Montag;1;31;3;Europe/Berlin;hour;12;Richtung - Westentor;Erwachsene;5;575;Dortmund
Westenhellweg (West);2026-07-27T01:00:00+00:00;3;Montag;1;31;3;Europe/Berlin;hour;12;Richtung - Westentor;Kinder;0;575;Dortmund
Westenhellweg (Ost);2026-07-27T01:00:00+00:00;3;Montag;1;31;3;Europe/Berlin;hour;8;Richtung - Ostenhellweg;Erwachsene;1;246;Dortmund
Westenhellweg (Mitte);2026-07-27T01:00:00+00:00;3;Montag;1;31;3;Europe/Berlin;hour;20;Richtung - Hansastraße;Kinder;0;49;Dortmund
Westenhellweg (Ost);2026-07-27T02:00:00+00:00;4;Montag;1;31;3;Europe/Berlin;hour;8;Richtung - Ostenhellweg;Erwachsene;6;246;Dortmund
Westenhellweg (West);2026-07-27T02:00:00+00:00;4;Montag;1;31;3;Europe/Berlin;hour;17;Richtung - Ostenhellweg;Kinder;0;575;Dortmund
Westenhellweg (Mitte);2026-07-27T02:00:00+00:00;4;Montag;1;31;3;Europe/Berlin;hour;40;Richtung - Hansastraße;Erwachsene;18;49;Dortmund
Westenhellweg (Ost);2026-07-27T02:00:00+00:00;4;Montag;1;31;3;Europe/Berlin;hour;8;Richtung - Hansastraße;Erwachsene;2;246;Dortmund
Westenhellweg (West);2026-07-27T02:00:00+00:00;4;Montag;1;31;3;Europe/Berlin;hour;17;Richtung - Ostenhellweg;Erwachsene;8;575;Dortmund
Westenhellweg (West);2026-07-27T02:00:00+00:00;4;Montag;1;31;3;Europe/Berlin;hour;17;Richtung - Westentor;Erwachsene;9;575;Dortmund
Westenhellweg (West);2026-07-27T02:00:00+00:00;4;Montag;1;31;3;Europe/Berlin;hour;17;Richtung - Westentor;Kinder;0;575;Dortmund
Westenhellweg (Ost);2026-07-27T02:00:00+00:00;4;Montag;1;31;3;Europe/Berlin;hour;8;Richtung - Hansastraße;Kinder;0;246;Dortmund
Westenhellweg (Ost);2026-07-27T02:00:00+00:00;4;Montag;1;31;3;Europe/Berlin;hour;8;Richtung - Ostenhellweg;Kinder;0;246;Dortmund
Westenhellweg (Mitte);2026-07-27T02:00:00+00:00;4;Montag;1;31;3;Europe/Berlin;hour;40;Richtung - Hansastraße;Kinder;0;49;Dortmund
Westenhellweg (Mitte);2026-07-27T02:00:00+00:00;4;Montag;1;31;3;Europe/Berlin;hour;40;Richtung - Petrikirche;Erwachsene;21;49;Dortmund
Westenhellweg (Mitte);2026-07-27T02:00:00+00:00;4;Montag;1;31;3;Europe/Berlin;hour;40;Richtung - Petrikirche;Kinder;1;49;Dortmund
Westenhellweg (Mitte);2026-07-27T03:00:00+00:00;5;Montag;1;31;3;Europe/Berlin;hour;80;Richtung - Hansastraße;Kinder;0;49;Dortmund
Westenhellweg (Ost);2026-07-27T03:00:00+00:00;5;Montag;1;31;3;Europe/Berlin;hour;38;Richtung - Hansastraße;Kinder;0;246;Dortmund
Westenhellweg (Ost);2026-07-27T03:00:00+00:00;5;Montag;1;31;3;Europe/Berlin;hour;38;Richtung - Ostenhellweg;Erwachsene;7;246;Dortmund
Westenhellweg (West);2026-07-27T03:00:00+00:00;5;Montag;1;31;3;Europe/Berlin;hour;55;Richtung - Ostenhellweg;Erwachsene;28;575;Dortmund
Westenhellweg (West);2026-07-27T03:00:00+00:00;5;Montag;1;31;3;Europe/Berlin;hour;55;Richtung - Ostenhellweg;Kinder;0;575;Dortmund
Westenhellweg (Mitte);2026-07-27T03:00:00+00:00;5;Montag;1;31;3;Europe/Berlin;hour;80;Richtung - Hansastraße;Erwachsene;46;49;Dortmund
Westenhellweg (Mitte);2026-07-27T03:00:00+00:00;5;Montag;1;31;3;Europe/Berlin;hour;80;Richtung - Petrikirche;Erwachsene;33;49;Dortmund
Westenhellweg (Ost);2026-07-27T03:00:00+00:00;5;Montag;1;31;3;Europe/Berlin;hour;38;Richtung - Hansastraße;Erwachsene;30;246;Dortmund
Westenhellweg (West);2026-07-27T03:00:00+00:00;5;Montag;1;31;3;Europe/Berlin;hour;55;Richtung - Westentor;Erwachsene;27;575;Dortmund
Westenhellweg (West);2026-07-27T03:00:00+00:00;5;Montag;1;31;3;Europe/Berlin;hour;55;Richtung - Westentor;Kinder;0;575;Dortmund
Westenhellweg (Ost);2026-07-27T03:00:00+00:00;5;Montag;1;31;3;Europe/Berlin;hour;38;Richtung - Ostenhellweg;Kinder;1;246;Dortmund
