Zeit;Mannesmann Ufer Stadteinwaerts (Ri. Sueden);Mannesmann Ufer Stadtauswaerts (Ri. Norden);Symbol Wetter;Temperatur ( °C);Regen (mm)
06-04-2025 10:00:00;67;85;Sonnig;9;0
06-04-2025 11:00:00;126;112;Sonnig;10;0
06-04-2025 12:00:00;153;177;Sonnig;11;0
06-04-2025 13:00:00;213;266;Sonnig;12;0
06-04-2025 14:00:00;217;272;Sonnig;13;0
06-04-2025 15:00:00;195;283;Sonnig;13;0
06-04-2025 16:00:00;114;231;Sonnig;13;0
06-04-2025 17:00:00;92;232;Sonnig;12;0
06-04-2025 18:00:00;68;206;Sonnig;11;0
06-04-2025 19:00:00;39;165;Sonnig;10;0
06-04-2025 20:00:00;14;51;Sonnig;9;0
06-04-2025 21:00:00;15;44;Sonnig;8;0
06-04-2025 22:00:00;3;37;Sonnig;7;0
06-04-2025 23:00:00;1;5;Sonnig;7;0
07-04-2025 00:00:00;0;6;Sonnig;7;0
07-04-2025 01:00:00;0;0;Sonnig;6;0
07-04-2025 02:00:00;0;0;Sonnig;6;0
07-04-2025 03:00:00;0;3;Sonnig;5;0
07-04-2025 04:00:00;2;8;Sonnig;5;0
07-04-2025 05:00:00;7;16;Sonnig;5;0
07-04-2025 06:00:00;30;53;Sonnig;4;0
07-04-2025 07:00:00;140;159;Sonnig;5;0
07-04-2025 08:00:00;146;159;Sonnig;6;0
07-04-2025 09:00:00;10;11;Sonnig;8;0
07-04-2025 10:00:00;20;15;Sonnig;9;0
07-04-2025 11:00:00;18;12;Sonnig;11;0
07-04-2025 12:00:00;21;26;Sonnig;12;0
07-04-2025 13:00:00;24;23;Sonnig;13;0
07-04-2025 14:00:00;25;21;Sonnig;14;0
07-04-2025 15:00:00;42;80;Sonnig;15;0
07-04-2025 16:00:00;86;125;Leicht bewoelkt;15;0
07-04-2025 17:00:00;71;84;Bedeckt;14;0
07-04-2025 18:00:00;90;85;Sonnig;13;0
07-04-2025 19:00:00;56;69;Sonnig;12;0
07-04-2025 20:00:00;21;34;Sonnig;11;0
07-04-2025 21:00:00;6;14;Sonnig;10;0
07-04-2025 22:00:00;14;11;Sonnig;9;0
07-04-2025 23:00:00;2;1;Sonnig;9;0
08-04-2025 00:00:00;0;3;Bedeckt;8;0
08-04-2025 01:00:00;0;1;Sonnig;8;0
08-04-2025 02:00:00;1;0;Sonnig;7;0
08-04-2025 03:00:00;0;1;Sonnig;7;0
08-04-2025 04:00:00;4;0;Sonnig;6;0
08-04-2025 05:00:00;11;3;Sonnig;6;0
08-04-2025 06:00:00;27;11;Sonnig;6;0
08-04-2025 07:00:00;48;45;Sonnig;7;0
08-04-2025 08:00:00;40;48;Sonnig;9;0
08-04-2025 09:00:00;27;19;Sonnig;10;0
08-04-2025 10:00:00;19;7;Sonnig;12;0
08-04-2025 11:00:00;23;12;Sonnig;13;0
08-04-2025 12:00:00;23;14;Sonnig;15;0
08-04-2025 13:00:00;24;29;Sonnig;15;0
08-04-2025 14:00:00;28;37;Sonnig;16;0
08-04-2025 15:00:00;60;97;Sonnig;16;0
08-04-2025 16:00:00;159;243;Sonnig;16;0
08-04-2025 17:00:00;161;270;Sonnig;16;0
08-04-2025 18:00:00;193;270;Sonnig;14;0
08-04-2025 19:00:00;98;158;Sonnig;13;0
08-04-2025 20:00:00;36;147;Sonnig;12;0
08-04-2025 21:00:00;14;73;Sonnig;11;0
08-04-2025 22:00:00;10;45;Sonnig;10;0
08-04-2025 23:00:00;4;27;Sonnig;10;0
09-04-2025 00:00:00;1;13;Sonnig;10;0
09-04-2025 01:00:00;4;4;Sonnig;9;0
09-04-2025 02:00:00;2;5;Sonnig;9;0
09-04-2025 03:00:00;0;4;Sonnig;8;0
09-04-2025 04:00:00;1;6;Leicht bewoelkt;8;0
09-04-2025 05:00:00;3;12;Bedeckt;8;0
09-04-2025 06:00:00;26;51;Sonnig;8;0
09-04-2025 07:00:00;55;48;Sonnig;8;0
09-04-2025 08:00:00;56;62;Leicht bewoelkt;9;0
09-04-2025 09:00:00;22;19;Bewoelkt;10;0
09-04-2025 10:00:00;31;10;Leicht bewoelkt;11;0
09-04-2025 11:00:00;23;9;Sonnig;13;0
09-04-2025 12:00:00;89;46;Sonnig;15;0
09-04-2025 13:00:00;76;64;Sonnig;16;0
09-04-2025 14:00:00;65;63;Sonnig;16;0
09-04-2025 15:00:00;130;190;Sonnig;17;0
09-04-2025 16:00:00;153;231;Sonnig;17;0
09-04-2025 17:00:00;207;215;Sonnig;16;0
09-04-2025 18:00:00;219;229;Sonnig;15;0
09-04-2025 19:00:00;101;174;Sonnig;14;0
09-04-2025 20:00:00;68;129;Sonnig;13;0
09-04-2025 21:00:00;44;75;Sonnig;11;0
09-04-2025 22:00:00;13;51;Sonnig;10;0
09-04-2025 23:00:00;8;26;Sonnig;9;0
10-04-2025 00:00:00;1;14;Sonnig;8;0
10-04-2025 01:00:00;0;1;Sonnig;7;0
10-04-2025 02:00:00;0;0;Bedeckt;7;0
10-04-2025 03:00:00;0;3;Bedeckt;7;0
10-04-2025 04:00:00;6;6;Bedeckt;7;0
10-04-2025 05:00:00;6;13;Leicht bewoelkt;7;0
10-04-2025 06:00:00;29;44;Bewoelkt;7;0
10-04-2025 07:00:00;122;151;Bedeckt;7;0
10-04-2025 08:00:00;206;235;Bedeckt;8;0
10-04-2025 09:00:00;60;129;Bedeckt;8;0
10-04-2025 10:00:00;41;73;Bedeckt;9;0
10-04-2025 11:00:00;48;93;Bedeckt;9;0
10-04-2025 12:00:00;57;73;Stellenweiser Regenfall;9;0
10-04-2025 13:00:00;51;111;Bedeckt;10;0
10-04-2025 14:00:00;70;136;Sonnig;12;0
10-04-2025 15:00:00;101;173;Sonnig;13;0
10-04-2025 16:00:00;140;199;Sonnig;14;0
10-04-2025 17:00:00;178;201;Sonnig;14;0
10-04-2025 18:00:00;166;231;Sonnig;14;0
10-04-2025 19:00:00;88;143;Sonnig;13;0
10-04-2025 20:00:00;37;123;Sonnig;12;0
10-04-2025 21:00:00;31;96;Sonnig;11;0
10-04-2025 22:00:00;23;72;Sonnig;10;0
10-04-2025 23:00:00;6;20;Sonnig;9;0
11-04-2025 00:00:00;4;13;Sonnig;9;0
11-04-2025 01:00:00;5;4;Sonnig;8;0
11-04-2025 02:00:00;6;5;Sonnig;8;0
11-04-2025 03:00:00;1;3;Sonnig;7;0
11-04-2025 04:00:00;3;7;Sonnig;7;0
11-04-2025 05:00:00;13;14;Sonnig;7;0
11-04-2025 06:00:00;37;36;Sonnig;7;0
11-04-2025 07:00:00;85;116;Sonnig;8;0
11-04-2025 08:00:00;149;180;Sonnig;9;0
11-04-2025 09:00:00;80;88;Sonnig;11;0
11-04-2025 10:00:00;57;72;Sonnig;13;0
11-04-2025 11:00:00;47;78;Sonnig;15;0
11-04-2025 12:00:00;83;148;Sonnig;16;0
11-04-2025 13:00:00;104;160;Sonnig;17;0
11-04-2025 14:00:00;93;193;Sonnig;18;0
11-04-2025 15:00:00;135;212;Bewoelkt;18;0
11-04-2025 16:00:00;166;187;Sonnig;18;0
11-04-2025 17:00:00;136;237;Leicht bewoelkt;18;0
11-04-2025 18:00:00;151;211;Sonnig;17;0
11-04-2025 19:00:00;180;229;Sonnig;16;0
11-04-2025 20:00:00;68;152;Sonnig;15;0
11-04-2025 21:00:00;34;101;Sonnig;14;0
11-04-2025 22:00:00;22;85;Sonnig;13;0
11-04-2025 23:00:00;11;42;Sonnig;12;0
12-04-2025 00:00:00;7;37;Sonnig;12;0
12-04-2025 01:00:00;3;25;Sonnig;12;0
12-04-2025 02:00:00;1;8;Sonnig;11;0
12-04-2025 03:00:00;0;3;Sonnig;11;0
12-04-2025 04:00:00;3;1;Sonnig;11;0
12-04-2025 05:00:00;1;5;Sonnig;10;0
12-04-2025 06:00:00;4;4;Sonnig;11;0
12-04-2025 07:00:00;4;11;Sonnig;12;0
12-04-2025 08:00:00;14;36;Sonnig;13;0
12-04-2025 09:00:00;35;82;Sonnig;15;0
12-04-2025 10:00:00;88;113;Sonnig;17;0
12-04-2025 11:00:00;107;171;Sonnig;19;0
12-04-2025 12:00:00;179;265;Sonnig;20;0
12-04-2025 13:00:00;218;345;Sonnig;21;0
12-04-2025 14:00:00;224;303;Sonnig;22;0
12-04-2025 15:00:00;205;412;Sonnig;23;0
12-04-2025 16:00:00;168;325;Sonnig;23;0
12-04-2025 17:00:00;147;313;Sonnig;22;0
12-04-2025 18:00:00;136;255;Sonnig;21;0
12-04-2025 19:00:00;80;223;Sonnig;20;0
12-04-2025 20:00:00;55;154;Sonnig;19;0
12-04-2025 21:00:00;41;122;Sonnig;18;0
12-04-2025 22:00:00;27;90;Leicht bewoelkt;17;0
12-04-2025 23:00:00;18;46;Leicht bewoelkt;16;0
13-04-2025 00:00:00;9;28;Leicht bewoelkt;15;0
13-04-2025 01:00:00;3;18;Bedeckt;15;0
13-04-2025 02:00:00;3;11;Bedeckt;15;0
13-04-2025 03:00:00;0;3;Leichter Regenfall;14;1,7
13-04-2025 04:00:00;2;9;Stellenweiser Regenfall;14;0
13-04-2025 05:00:00;0;4;Bedeckt;14;0
13-04-2025 06:00:00;1;3;Stellenweiser Regenfall;14;0
13-04-2025 07:00:00;3;6;Stellenweiser Regenfall;15;0
13-04-2025 08:00:00;3;12;Stellenweiser Regenfall;15;0
13-04-2025 09:00:00;16;20;Stellenweiser Regenfall;15;0,1
13-04-2025 10:00:00;20;58;Stellenweiser Regenfall;16;0
13-04-2025 11:00:00;36;55;Stellenweiser Regenfall;16;0
13-04-2025 12:00:00;35;64;Stellenweiser Regenfall;16;0,1
13-04-2025 13:00:00;49;102;Stellenweiser Regenfall;17;0
13-04-2025 14:00:00;52;108;Stellenweiser Regenfall;17;0,1
13-04-2025 15:00:00;31;97;Stellenweiser Regenfall;17;0
13-04-2025 16:00:00;40;90;Stellenweiser Regenfall;17;0
13-04-2025 17:00:00;46;80;Stellenweiser Regenfall;17;0
13-04-2025 18:00:00;47;114;Bewoelkt;17;0
13-04-2025 19:00:00;55;82;Stellenweiser Regenfall;16;0
13-04-2025 20:00:00;23;63;Stellenweiser Regenfall;15;0
13-04-2025 21:00:00;11;41;Stellenweiser Regenfall;14;0
13-04-2025 22:00:00;9;57;Stellenweiser Regenfall;14;0,1
13-04-2025 23:00:00;0;15;Stellenweiser Regenfall;12;0
14-04-2025 00:00:00;3;5;Sonnig;10;0
14-04-2025 01:00:00;0;3;Sonnig;10;0
14-04-2025 02:00:00;0;2;Sonnig;10;0
14-04-2025 03:00:00;2;3;Sonnig;9;0
14-04-2025 04:00:00;2;9;Leicht bewoelkt;9;0
14-04-2025 05:00:00;3;21;Bewoelkt;9;0
14-04-2025 06:00:00;36;42;Bewoelkt;9;0
14-04-2025 07:00:00;65;117;Bedeckt;10;0
14-04-2025 08:00:00;165;190;Bewoelkt;12;0
14-04-2025 09:00:00;56;133;Leicht bewoelkt;13;0
14-04-2025 10:00:00;47;67;Leicht bewoelkt;15;0
14-04-2025 11:00:00;40;93;Stellenweiser Regenfall;16;0
14-04-2025 12:00:00;64;93;Leicht bewoelkt;18;0
14-04-2025 13:00:00;78;127;Leicht bewoelkt;19;0
14-04-2025 14:00:00;107;37;Leicht bewoelkt;20;0
14-04-2025 15:00:00;123;181;Sonnig;21;0
14-04-2025 16:00:00;150;224;Sonnig;21;0
14-04-2025 17:00:00;158;308;Sonnig;20;0
14-04-2025 18:00:00;161;257;Leicht bewoelkt;20;0
14-04-2025 19:00:00;101;193;Sonnig;18;0
14-04-2025 20:00:00;53;110;Sonnig;17;0
14-04-2025 21:00:00;28;72;Sonnig;17;0
14-04-2025 22:00:00;14;38;Leicht bewoelkt;16;0
14-04-2025 23:00:00;4;26;Leicht bewoelkt;15;0
15-04-2025 00:00:00;3;15;Sonnig;14;0
15-04-2025 01:00:00;1;5;Sonnig;14;0
15-04-2025 02:00:00;0;1;Sonnig;14;0
15-04-2025 03:00:00;0;1;Sonnig;13;0
15-04-2025 04:00:00;2;5;Sonnig;13;0
15-04-2025 05:00:00;11;15;Leicht bewoelkt;13;0
15-04-2025 06:00:00;27;41;Leicht bewoelkt;13;0
15-04-2025 07:00:00;89;114;Leicht bewoelkt;14;0
15-04-2025 08:00:00;173;216;Leicht bewoelkt;16;0
15-04-2025 09:00:00;85;126;Sonnig;18;0
15-04-2025 10:00:00;47;74;Leicht bewoelkt;19;0
15-04-2025 11:00:00;59;100;Leicht bewoelkt;20;0
15-04-2025 12:00:00;54;118;Stellenweiser Regenfall;20;0,1
15-04-2025 13:00:00;52;104;Leichter Regenschauer;21;0,4
15-04-2025 14:00:00;74;128;Stellenweise Gewitter und Niederschlaege;21;0
15-04-2025 15:00:00;21;87;Nieselregen;20;0,5
15-04-2025 16:00:00;72;129;Leichter Regenschauer;19;0,7
15-04-2025 17:00:00;87;118;Stellenweiser Regenfall;18;0,3
15-04-2025 18:00:00;98;141;Leichter Regenschauer;16;0,3
15-04-2025 19:00:00;36;80;Leicht bewoelkt;15;0
15-04-2025 20:00:00;20;71;Sonnig;15;0
15-04-2025 21:00:00;16;38;Sonnig;14;0
15-04-2025 22:00:00;11;23;Leicht bewoelkt;14;0
15-04-2025 23:00:00;5;14;Bedeckt;13;0
16-04-2025 00:00:00;1;9;Leicht bewoelkt;13;0
16-04-2025 01:00:00;0;1;Bewoelkt;13;0
16-04-2025 02:00:00;0;1;Bedeckt;13;0
16-04-2025 03:00:00;2;2;Stellenweiser Regenfall;13;0
16-04-2025 04:00:00;1;5;Nieselregen;12;0,5
16-04-2025 05:00:00;5;8;Leicht bewoelkt;12;0
16-04-2025 06:00:00;26;31;Stellenweiser Regenfall;11;0,1
16-04-2025 07:00:00;37;97;Stellenweiser Regenfall;11;0,1
16-04-2025 08:00:00;88;102;Bewoelkt;11;0
16-04-2025 09:00:00;25;68;Stellenweiser Nieselregen;10;0,3
16-04-2025 10:00:00;24;41;Stellenweiser Regenfall;11;0,1
16-04-2025 11:00:00;13;42;Stellenweiser Regenfall;11;0
16-04-2025 12:00:00;36;52;Stellenweiser Nieselregen;11;0,4
16-04-2025 13:00:00;31;42;Stellenweiser Regenfall;12;0
16-04-2025 14:00:00;21;53;Stellenweiser Regenfall;13;0
16-04-2025 15:00:00;41;116;Leicht bewoelkt;13;0
16-04-2025 16:00:00;57;85;Stellenweiser Regenfall;13;0,1
16-04-2025 17:00:00;51;103;Stellenweiser Regenfall;13;0,1
16-04-2025 18:00:00;64;108;Stellenweiser Regenfall;12;0,1
16-04-2025 19:00:00;35;50;Stellenweiser Regenfall;12;0,1
16-04-2025 20:00:00;18;35;Stellenweiser Regenfall;11;0
16-04-2025 21:00:00;5;28;Bedeckt;11;0
16-04-2025 22:00:00;4;19;Stellenweiser Regenfall;11;0
16-04-2025 23:00:00;7;14;Stellenweiser Regenfall;10;0,1
17-04-2025 00:00:00;10;10;Stellenweiser Regenfall;10;0,1
17-04-2025 01:00:00;2;1;Nieselregen;9;0,2
17-04-2025 02:00:00;3;0;Nieselregen;9;0,3
17-04-2025 03:00:00;0;1;Nieselregen;9;0,3
17-04-2025 04:00:00;2;5;Nieselregen;9;0,3
17-04-2025 05:00:00;1;7;Leichter Regenfall;9;0,8
17-04-2025 06:00:00;11;23;Nieselregen;9;0,5
17-04-2025 07:00:00;30;58;Stellenweiser Regenfall;9;0
17-04-2025 08:00:00;73;104;Stellenweiser Regenfall;9;0
17-04-2025 09:00:00;32;71;Stellenweiser Regenfall;9;0,1
17-04-2025 10:00:00;33;54;Stellenweiser Regenfall;9;0,1
17-04-2025 11:00:00;20;51;Stellenweiser Regenfall;9;0,1
17-04-2025 12:00:00;17;54;Stellenweiser Regenfall;9;0
17-04-2025 13:00:00;22;53;Stellenweiser Regenfall;10;0
17-04-2025 14:00:00;25;79;Stellenweiser Regenfall;10;0
17-04-2025 15:00:00;45;82;Stellenweiser Regenfall;9;0,1
17-04-2025 16:00:00;44;82;Stellenweiser Regenfall;9;0,1
17-04-2025 17:00:00;58;91;Stellenweiser Regenfall;9;0
17-04-2025 18:00:00;43;77;Stellenweiser Regenfall;9;0,1
17-04-2025 19:00:00;25;46;Stellenweiser Regenfall;9;0
17-04-2025 20:00:00;21;40;Bedeckt;9;0
17-04-2025 21:00:00;6;37;Stellenweiser Regenfall;9;0
17-04-2025 22:00:00;9;13;Stellenweiser Regenfall;9;0
17-04-2025 23:00:00;4;11;Stellenweiser Regenfall;9;0
18-04-2025 00:00:00;1;11;Bedeckt;9;0
18-04-2025 01:00:00;1;6;Bedeckt;9;0
18-04-2025 02:00:00;2;2;Bedeckt;8;0
18-04-2025 03:00:00;0;1;Bewoelkt;8;0
18-04-2025 04:00:00;0;0;Bewoelkt;8;0
18-04-2025 05:00:00;0;2;Leicht bewoelkt;8;0
18-04-2025 06:00:00;1;2;Bewoelkt;8;0
18-04-2025 07:00:00;5;1;Bewoelkt;8;0
18-04-2025 08:00:00;2;6;Bewoelkt;9;0
18-04-2025 09:00:00;4;13;Leicht bewoelkt;9;0
18-04-2025 10:00:00;8;10;Bedeckt;10;0
18-04-2025 11:00:00;14;27;Stellenweiser Regenfall;11;0
18-04-2025 12:00:00;31;43;Stellenweiser Regenfall;11;0,1
18-04-2025 13:00:00;36;64;Stellenweiser Regenfall;11;0
18-04-2025 14:00:00;59;104;Stellenweiser Regenfall;11;0
18-04-2025 15:00:00;51;100;Stellenweiser Regenfall;11;0
18-04-2025 16:00:00;51;131;Bewoelkt;11;0
18-04-2025 17:00:00;38;108;Stellenweiser Regenfall;11;0
18-04-2025 18:00:00;42;110;Stellenweiser Regenfall;10;0
18-04-2025 19:00:00;23;57;Leicht bewoelkt;9;0
18-04-2025 20:00:00;20;59;Bewoelkt;8;0
18-04-2025 21:00:00;10;38;Bedeckt;8;0
18-04-2025 22:00:00;4;23;Bedeckt;8;0
18-04-2025 23:00:00;2;13;Bedeckt;8;0
19-04-2025 00:00:00;2;5;Sonnig;8;0
19-04-2025 01:00:00;1;5;Sonnig;7;0
19-04-2025 02:00:00;0;8;Sonnig;7;0
19-04-2025 03:00:00;0;0;Sonnig;6;0
19-04-2025 04:00:00;4;2;Sonnig;6;0
19-04-2025 05:00:00;2;5;Sonnig;6;0
19-04-2025 06:00:00;2;7;Sonnig;7;0
19-04-2025 07:00:00;1;15;Leicht bewoelkt;8;0
19-04-2025 08:00:00;5;45;Leicht bewoelkt;9;0
19-04-2025 09:00:00;22;49;Bewoelkt;11;0
19-04-2025 10:00:00;36;98;Bewoelkt;12;0
19-04-2025 11:00:00;71;129;Bedeckt;14;0
19-04-2025 12:00:00;66;142;Bedeckt;15;0
19-04-2025 13:00:00;81;180;Bedeckt;16;0
19-04-2025 14:00:00;123;182;Leicht bewoelkt;17;0
19-04-2025 15:00:00;112;268;Leicht bewoelkt;18;0
19-04-2025 16:00:00;114;200;Bewoelkt;18;0
19-04-2025 17:00:00;87;190;Bewoelkt;17;0
19-04-2025 18:00:00;54;148;Bewoelkt;16;0
19-04-2025 19:00:00;63;140;Bewoelkt;14;0
19-04-2025 20:00:00;21;68;Bewoelkt;13;0
19-04-2025 21:00:00;26;48;Leicht bewoelkt;12;0
19-04-2025 22:00:00;15;57;Leicht bewoelkt;12;0
19-04-2025 23:00:00;5;16;Leicht bewoelkt;11;0
20-04-2025 00:00:00;1;10;Bewoelkt;11;0
20-04-2025 01:00:00;1;18;Bewoelkt;10;0
20-04-2025 02:00:00;5;7;Leicht bewoelkt;10;0
20-04-2025 03:00:00;7;12;Leicht bewoelkt;9;0
20-04-2025 04:00:00;2;3;Sonnig;9;0
20-04-2025 05:00:00;4;12;Sonnig;9;0
20-04-2025 06:00:00;0;3;Sonnig;10;0
20-04-2025 07:00:00;3;7;Sonnig;11;0
20-04-2025 08:00:00;8;23;Sonnig;13;0
20-04-2025 09:00:00;19;36;Sonnig;14;0
20-04-2025 10:00:00;30;64;Leicht bewoelkt;16;0
20-04-2025 11:00:00;61;108;Leicht bewoelkt;17;0
20-04-2025 12:00:00;88;160;Stellenweiser Regenfall;17;0
20-04-2025 13:00:00;128;185;Stellenweiser Regenfall;16;0
20-04-2025 14:00:00;120;197;Stellenweiser Regenfall;16;0
20-04-2025 15:00:00;106;215;Stellenweiser Regenfall;15;0
20-04-2025 16:00:00;86;159;Leicht bewoelkt;15;0
20-04-2025 17:00:00;57;170;Bewoelkt;14;0
20-04-2025 18:00:00;8;35;Leicht bewoelkt;14;0
20-04-2025 19:00:00;9;19;Bewoelkt;13;0
20-04-2025 20:00:00;6;12;Sonnig;12;0
20-04-2025 21:00:00;1;11;Sonnig;12;0
20-04-2025 22:00:00;3;9;Leicht bewoelkt;11;0
20-04-2025 23:00:00;0;10;Leicht bewoelkt;11;0
21-04-2025 00:00:00;3;6;Leicht bewoelkt;11;0
21-04-2025 01:00:00;1;3;Leicht bewoelkt;11;0
21-04-2025 02:00:00;0;0;Sonnig;11;0
21-04-2025 03:00:00;1;1;Sonnig;10;0
21-04-2025 04:00:00;0;0;Sonnig;10;0
21-04-2025 05:00:00;3;2;Sonnig;9;0
21-04-2025 06:00:00;5;6;Leicht bewoelkt;9;0
21-04-2025 07:00:00;4;8;Leicht bewoelkt;10;0
21-04-2025 08:00:00;13;21;Leicht bewoelkt;11;0
21-04-2025 09:00:00;24;41;Leicht bewoelkt;12;0
21-04-2025 10:00:00;47;102;Sonnig;14;0
21-04-2025 11:00:00;81;130;Sonnig;15;0
21-04-2025 12:00:00;134;222;Leicht bewoelkt;15;0
21-04-2025 13:00:00;104;191;Stellenweiser Regenfall;15;0,1
21-04-2025 14:00:00;112;184;Bedeckt;15;0
21-04-2025 15:00:00;74;149;Stellenweiser Regenfall;15;0,1
21-04-2025 16:00:00;55;137;Stellenweiser Regenfall;15;0,1
21-04-2025 17:00:00;52;123;Stellenweiser Regenfall;15;0,3
21-04-2025 18:00:00;38;77;Stellenweiser Regenfall;14;0,1
21-04-2025 19:00:00;18;51;Bedeckt;13;0
21-04-2025 20:00:00;14;40;Stellenweiser Regenfall;13;0,1
21-04-2025 21:00:00;13;24;Bedeckt;12;0
21-04-2025 22:00:00;6;18;Bewoelkt;12;0
21-04-2025 23:00:00;2;10;Bewoelkt;11;0
22-04-2025 00:00:00;1;4;Leicht bewoelkt;10;0
22-04-2025 01:00:00;0;3;Bewoelkt;10;0
22-04-2025 02:00:00;0;1;Bewoelkt;9;0
22-04-2025 03:00:00;4;3;Teilweise maeßiger Regenfall;9;0,7
22-04-2025 04:00:00;3;9;Stellenweiser Regenfall;10;0,1
22-04-2025 05:00:00;4;13;Bedeckt;10;0
22-04-2025 06:00:00;21;49;Bedeckt;10;0
22-04-2025 07:00:00;85;108;Bedeckt;10;0
22-04-2025 08:00:00;139;172;Bedeckt;10;0
22-04-2025 09:00:00;51;110;Bedeckt;11;0
22-04-2025 10:00:00;41;72;Stellenweiser Regenfall;11;0,1
22-04-2025 11:00:00;38;72;Stellenweiser Regenfall;12;0,1
22-04-2025 12:00:00;56;92;Stellenweiser Regenfall;14;0,1
22-04-2025 13:00:00;64;128;Stellenweiser Regenfall;15;0,1
22-04-2025 14:00:00;70;131;Stellenweiser Regenfall;16;0,1
22-04-2025 15:00:00;102;193;Stellenweiser Regenfall;16;0,1
22-04-2025 16:00:00;106;141;Bewoelkt;17;0
22-04-2025 17:00:00;140;213;Leicht bewoelkt;16;0
22-04-2025 18:00:00;124;176;Leicht bewoelkt;15;0
22-04-2025 19:00:00;66;148;Bewoelkt;15;0
22-04-2025 20:00:00;47;110;Bedeckt;13;0
22-04-2025 21:00:00;25;57;Sonnig;12;0
22-04-2025 22:00:00;13;45;Sonnig;12;0
22-04-2025 23:00:00;5;19;Leicht bewoelkt;12;0
23-04-2025 00:00:00;4;8;Bewoelkt;12;0
23-04-2025 01:00:00;1;4;Bewoelkt;12;0
23-04-2025 02:00:00;0;2;Leicht bewoelkt;12;0
23-04-2025 03:00:00;1;4;Bewoelkt;12;0
23-04-2025 04:00:00;1;5;Bedeckt;12;0
23-04-2025 05:00:00;2;14;Stellenweiser Regenfall;12;0
23-04-2025 06:00:00;9;28;Bewoelkt;12;0
23-04-2025 07:00:00;54;83;Stellenweiser Regenfall;12;0,1
23-04-2025 08:00:00;96;135;Stellenweiser Regenfall;13;0,1
23-04-2025 09:00:00;38;77;Leicht bewoelkt;14;0
23-04-2025 10:00:00;30;54;Stellenweiser Regenfall;15;0,4
23-04-2025 11:00:00;38;68;Stellenweiser Nieselregen;16;0,5
23-04-2025 12:00:00;63;88;Leichter Regenschauer;16;0,7
23-04-2025 13:00:00;34;89;Leichter Regenschauer;16;1,4
23-04-2025 14:00:00;38;81;Leichter Regenschauer;16;0,7
23-04-2025 15:00:00;15;52;Stellenweiser Regenfall;16;0,1
23-04-2025 16:00:00;53;94;Stellenweiser Regenfall;15;0
23-04-2025 17:00:00;72;100;Stellenweiser Regenfall;14;0
23-04-2025 18:00:00;78;104;Stellenweiser Regenfall;14;0
23-04-2025 19:00:00;37;75;Stellenweiser Regenfall;13;0,1
23-04-2025 20:00:00;22;59;Stellenweiser Regenfall;12;0,1
23-04-2025 21:00:00;15;34;Stellenweiser Regenfall;11;0,1
23-04-2025 22:00:00;12;29;Stellenweiser Regenfall;11;0
23-04-2025 23:00:00;3;22;Stellenweiser Regenfall;10;0
24-04-2025 00:00:00;1;11;Bedeckt;10;0
24-04-2025 01:00:00;0;3;Bedeckt;10;0
24-04-2025 02:00:00;0;3;Teilweise maeßiger Regenfall;9;0,5
24-04-2025 03:00:00;0;1;Maeßiger bis starker Regenschauer;9;2
24-04-2025 04:00:00;2;6;Maeßiger bis starker Regenschauer;9;1,8
24-04-2025 05:00:00;0;13;Maeßiger bis starker Regenschauer;9;1,5
24-04-2025 06:00:00;5;27;Teilweise starker Regenfall;9;1,2
24-04-2025 07:00:00;22;42;Maeßiger bis starker Regenschauer;9;1,9
24-04-2025 08:00:00;40;57;Maeßiger bis starker Regenschauer;9;1,6
24-04-2025 09:00:00;26;41;Maeßiger bis starker Regenschauer;9;1,6
24-04-2025 10:00:00;19;27;Maeßiger bis starker Regenschauer;9;2,1
24-04-2025 11:00:00;12;32;Maeßiger bis starker Regenschauer;9;3,1
24-04-2025 12:00:00;9;14;Maeßiger bis starker Regenschauer;10;2,6
24-04-2025 13:00:00;11;22;Maeßiger bis starker Regenschauer;10;1,9
24-04-2025 14:00:00;4;24;Teilweise starker Regenfall;11;1,2
24-04-2025 15:00:00;6;28;Teilweise maeßiger Regenfall;11;0,6
24-04-2025 16:00:00;21;34;Teilweise maeßiger Regenfall;11;0,5
24-04-2025 17:00:00;28;45;Maeßiger bis starker Regenschauer;11;1,6
24-04-2025 18:00:00;28;60;Maeßiger bis starker Regenschauer;11;1,6
24-04-2025 19:00:00;7;22;Teilweise maeßiger Regenfall;10;0,8
24-04-2025 20:00:00;8;22;Teilweise starker Regenfall;10;1,2
24-04-2025 21:00:00;6;19;Teilweise maeßiger Regenfall;10;0,9
24-04-2025 22:00:00;2;14;Teilweise maeßiger Regenfall;10;0,7
24-04-2025 23:00:00;3;3;Teilweise maeßiger Regenfall;10;0,7
25-04-2025 00:00:00;6;2;Leichter Nebel;10;0,1
25-04-2025 01:00:00;0;6;Leichter Nebel;10;0
25-04-2025 02:00:00;1;1;Leichter Nebel;10;0
25-04-2025 03:00:00;0;3;Leichter Nebel;10;0
25-04-2025 04:00:00;1;4;Bewoelkt;9;0
25-04-2025 05:00:00;7;12;Leicht bewoelkt;9;0
25-04-2025 06:00:00;17;23;Leichter Nebel;9;0
25-04-2025 07:00:00;51;44;Leicht bewoelkt;10;0
25-04-2025 08:00:00;21;35;Sonnig;11;0
25-04-2025 09:00:00;18;19;Leicht bewoelkt;12;0
25-04-2025 10:00:00;6;10;Leicht bewoelkt;13;0
