Zeit;KOE Steinstraße IN;KOE Steinstraße OUT;Symbol Wetter;Temperatur ( °C);Regen (mm)
16-03-2025 04:00:00;2;1;Sonnig;3;0
16-03-2025 05:00:00;0;0;Sonnig;2;0
16-03-2025 06:00:00;3;0;Sonnig;2;0
16-03-2025 07:00:00;2;3;Sonnig;2;0
16-03-2025 08:00:00;5;8;Sonnig;3;0
16-03-2025 09:00:00;16;14;Sonnig;4;0
16-03-2025 10:00:00;26;20;Sonnig;5;0
16-03-2025 11:00:00;26;17;Sonnig;6;0
16-03-2025 12:00:00;28;39;Sonnig;7;0
16-03-2025 13:00:00;22;33;Sonnig;8;0
16-03-2025 14:00:00;38;47;Sonnig;9;0
16-03-2025 15:00:00;30;36;Sonnig;9;0
16-03-2025 16:00:00;42;47;Sonnig;10;0
16-03-2025 17:00:00;50;37;Sonnig;9;0
16-03-2025 18:00:00;26;24;Sonnig;8;0
16-03-2025 19:00:00;29;18;Sonnig;8;0
16-03-2025 20:00:00;21;7;Leicht bewoelkt;7;0
16-03-2025 21:00:00;12;7;Sonnig;6;0
16-03-2025 22:00:00;3;4;Sonnig;6;0
16-03-2025 23:00:00;3;4;Leicht bewoelkt;5;0
17-03-2025 00:00:00;0;2;Bewoelkt;5;0
17-03-2025 01:00:00;0;0;Bewoelkt;4;0
17-03-2025 02:00:00;2;0;Leicht bewoelkt;4;0
17-03-2025 03:00:00;1;0;Leicht bewoelkt;3;0
17-03-2025 04:00:00;2;0;Leicht bewoelkt;3;0
17-03-2025 05:00:00;4;4;Leicht bewoelkt;3;0
17-03-2025 06:00:00;15;8;Leicht bewoelkt;3;0
17-03-2025 07:00:00;55;44;Leicht bewoelkt;3;0
17-03-2025 08:00:00;155;50;Bedeckt;4;0
17-03-2025 09:00:00;91;49;Bewoelkt;5;0
17-03-2025 10:00:00;50;49;Leicht bewoelkt;6;0
17-03-2025 11:00:00;50;63;Leicht bewoelkt;7;0
17-03-2025 12:00:00;53;53;Sonnig;8;0
17-03-2025 13:00:00;45;57;Sonnig;9;0
17-03-2025 14:00:00;65;52;Sonnig;9;0
17-03-2025 15:00:00;53;65;Sonnig;10;0
17-03-2025 16:00:00;65;88;Sonnig;10;0
17-03-2025 17:00:00;72;91;Sonnig;9;0
17-03-2025 18:00:00;70;78;Sonnig;8;0
17-03-2025 19:00:00;44;54;Sonnig;7;0
17-03-2025 20:00:00;34;39;Sonnig;6;0
17-03-2025 21:00:00;21;28;Sonnig;5;0
17-03-2025 22:00:00;21;11;Sonnig;4;0
17-03-2025 23:00:00;8;4;Sonnig;4;0
18-03-2025 00:00:00;0;0;Sonnig;4;0
18-03-2025 01:00:00;0;0;Sonnig;3;0
18-03-2025 02:00:00;2;0;Sonnig;3;0
18-03-2025 03:00:00;6;1;Sonnig;2;0
18-03-2025 04:00:00;0;0;Sonnig;2;0
18-03-2025 05:00:00;1;4;Sonnig;2;0
18-03-2025 06:00:00;16;6;Sonnig;2;0
18-03-2025 07:00:00;67;38;Sonnig;2;0
18-03-2025 08:00:00;118;65;Sonnig;3;0
18-03-2025 09:00:00;72;47;Sonnig;4;0
18-03-2025 10:00:00;55;48;Sonnig;6;0
18-03-2025 11:00:00;63;64;Sonnig;8;0
18-03-2025 12:00:00;55;63;Sonnig;9;0
18-03-2025 13:00:00;60;57;Sonnig;10;0
18-03-2025 14:00:00;68;81;Sonnig;11;0
18-03-2025 15:00:00;71;77;Sonnig;12;0
18-03-2025 16:00:00;76;82;Sonnig;12;0
18-03-2025 17:00:00;83;92;Sonnig;11;0
18-03-2025 18:00:00;82;111;Sonnig;10;0
18-03-2025 19:00:00;46;51;Sonnig;9;0
18-03-2025 20:00:00;27;33;Sonnig;8;0
18-03-2025 21:00:00;27;35;Sonnig;7;0
18-03-2025 22:00:00;23;17;Sonnig;7;0
18-03-2025 23:00:00;14;7;Sonnig;6;0
19-03-2025 00:00:00;3;1;Sonnig;5;0
19-03-2025 01:00:00;0;2;Sonnig;5;0
19-03-2025 02:00:00;1;0;Sonnig;5;0
19-03-2025 03:00:00;0;1;Sonnig;4;0
19-03-2025 04:00:00;4;0;Sonnig;4;0
19-03-2025 05:00:00;4;4;Sonnig;4;0
19-03-2025 06:00:00;17;8;Sonnig;4;0
19-03-2025 07:00:00;62;46;Sonnig;4;0
19-03-2025 08:00:00;133;58;Sonnig;5;0
19-03-2025 09:00:00;90;63;Sonnig;6;0
19-03-2025 10:00:00;66;52;Sonnig;8;0
19-03-2025 11:00:00;62;71;Sonnig;10;0
19-03-2025 12:00:00;66;66;Sonnig;12;0
19-03-2025 13:00:00;71;68;Sonnig;13;0
19-03-2025 14:00:00;57;100;Sonnig;14;0
19-03-2025 15:00:00;64;72;Sonnig;15;0
19-03-2025 16:00:00;78;88;Sonnig;15;0
19-03-2025 17:00:00;89;114;Sonnig;14;0
19-03-2025 18:00:00;88;99;Sonnig;13;0
19-03-2025 19:00:00;51;61;Sonnig;12;0
19-03-2025 20:00:00;28;39;Sonnig;11;0
19-03-2025 21:00:00;26;36;Sonnig;10;0
19-03-2025 22:00:00;15;17;Sonnig;10;0
19-03-2025 23:00:00;11;4;Sonnig;9;0
20-03-2025 00:00:00;8;2;Sonnig;8;0
20-03-2025 01:00:00;3;2;Sonnig;8;0
20-03-2025 02:00:00;2;0;Sonnig;8;0
20-03-2025 03:00:00;0;2;Sonnig;7;0
20-03-2025 04:00:00;0;1;Sonnig;7;0
20-03-2025 05:00:00;4;6;Sonnig;7;0
20-03-2025 06:00:00;17;11;Sonnig;6;0
20-03-2025 07:00:00;68;33;Sonnig;7;0
20-03-2025 08:00:00;118;78;Leicht bewoelkt;8;0
20-03-2025 09:00:00;92;68;Leicht bewoelkt;9;0
20-03-2025 10:00:00;52;52;Leicht bewoelkt;11;0
20-03-2025 11:00:00;55;71;Leicht bewoelkt;12;0
20-03-2025 12:00:00;63;77;Leicht bewoelkt;13;0
20-03-2025 13:00:00;70;77;Leicht bewoelkt;14;0
20-03-2025 14:00:00;68;88;Leicht bewoelkt;15;0
20-03-2025 15:00:00;73;87;Leicht bewoelkt;16;0
20-03-2025 16:00:00;99;97;Leicht bewoelkt;16;0
20-03-2025 17:00:00;108;113;Leicht bewoelkt;15;0
20-03-2025 18:00:00;90;118;Leicht bewoelkt;15;0
20-03-2025 19:00:00;58;75;Bedeckt;14;0
20-03-2025 20:00:00;36;50;Bewoelkt;14;0
20-03-2025 21:00:00;30;26;Bedeckt;13;0
20-03-2025 22:00:00;24;12;Bedeckt;13;0
20-03-2025 23:00:00;4;10;Bedeckt;12;0
21-03-2025 00:00:00;6;3;Leicht bewoelkt;12;0
21-03-2025 01:00:00;3;5;Sonnig;11;0
21-03-2025 02:00:00;2;1;Sonnig;11;0
21-03-2025 03:00:00;1;0;Sonnig;10;0
21-03-2025 04:00:00;2;0;Sonnig;10;0
21-03-2025 05:00:00;5;3;Leicht bewoelkt;10;0
21-03-2025 06:00:00;12;4;Leicht bewoelkt;9;0
21-03-2025 07:00:00;49;35;Leicht bewoelkt;10;0
21-03-2025 08:00:00;101;57;Leicht bewoelkt;12;0
21-03-2025 09:00:00;81;50;Sonnig;13;0
21-03-2025 10:00:00;67;63;Sonnig;15;0
21-03-2025 11:00:00;79;81;Sonnig;17;0
21-03-2025 12:00:00;67;89;Sonnig;19;0
21-03-2025 13:00:00;69;118;Sonnig;20;0
21-03-2025 14:00:00;79;71;Sonnig;20;0
21-03-2025 15:00:00;67;91;Sonnig;20;0
21-03-2025 16:00:00;86;127;Sonnig;20;0
21-03-2025 17:00:00;77;95;Sonnig;19;0
21-03-2025 18:00:00;59;78;Sonnig;18;0
21-03-2025 19:00:00;52;68;Sonnig;17;0
21-03-2025 20:00:00;28;35;Sonnig;16;0
21-03-2025 21:00:00;19;23;Sonnig;15;0
21-03-2025 22:00:00;23;19;Sonnig;15;0
21-03-2025 23:00:00;15;11;Sonnig;15;0
22-03-2025 00:00:00;11;9;Leicht bewoelkt;15;0
22-03-2025 01:00:00;7;2;Leicht bewoelkt;15;0
22-03-2025 02:00:00;4;2;Leicht bewoelkt;14;0
22-03-2025 03:00:00;2;1;Leicht bewoelkt;14;0
22-03-2025 04:00:00;1;2;Leicht bewoelkt;13;0
22-03-2025 05:00:00;3;0;Leicht bewoelkt;13;0
22-03-2025 06:00:00;1;0;Sonnig;12;0
22-03-2025 07:00:00;5;9;Sonnig;12;0
22-03-2025 08:00:00;20;13;Sonnig;13;0
22-03-2025 09:00:00;32;23;Sonnig;13;0
22-03-2025 10:00:00;51;43;Leicht bewoelkt;14;0
22-03-2025 11:00:00;37;53;Bewoelkt;15;0
22-03-2025 12:00:00;48;79;Leicht bewoelkt;16;0
22-03-2025 13:00:00;35;78;Bewoelkt;17;0
22-03-2025 14:00:00;39;55;Bewoelkt;17;0
22-03-2025 15:00:00;28;70;Leicht bewoelkt;17;0
22-03-2025 16:00:00;49;83;Leicht bewoelkt;17;0
22-03-2025 17:00:00;44;58;Leicht bewoelkt;17;0
22-03-2025 18:00:00;49;47;Bedeckt;16;0
22-03-2025 19:00:00;29;35;Bedeckt;15;0
22-03-2025 20:00:00;30;24;Bewoelkt;15;0
22-03-2025 21:00:00;12;7;Bedeckt;14;0
22-03-2025 22:00:00;21;13;Stellenweiser Regenfall;14;0
22-03-2025 23:00:00;11;11;Bedeckt;14;0
23-03-2025 00:00:00;8;5;Stellenweiser Regenfall;13;0,1
23-03-2025 01:00:00;4;6;Stellenweiser Nieselregen;13;0,2
23-03-2025 02:00:00;3;3;Stellenweiser Regenfall;12;0
23-03-2025 03:00:00;1;1;Stellenweiser Regenfall;12;0
23-03-2025 04:00:00;0;1;Stellenweise Gewitter und Niederschlaege;12;0,1
23-03-2025 05:00:00;1;1;Stellenweiser Regenfall;12;0,1
23-03-2025 06:00:00;2;5;Nieselregen;12;0,2
23-03-2025 07:00:00;0;3;Nieselregen;12;0,3
23-03-2025 08:00:00;0;7;Stellenweiser Regenfall;12;0
23-03-2025 09:00:00;5;8;Nieselregen;12;0,2
23-03-2025 10:00:00;10;13;Stellenweiser Regenfall;12;0,1
23-03-2025 11:00:00;17;19;Stellenweiser Regenfall;12;0
23-03-2025 12:00:00;29;23;Stellenweiser Regenfall;12;0
23-03-2025 13:00:00;29;31;Leicht bewoelkt;13;0
23-03-2025 14:00:00;40;37;Leicht bewoelkt;13;0
23-03-2025 15:00:00;25;47;Leicht bewoelkt;13;0
23-03-2025 16:00:00;26;54;Leicht bewoelkt;13;0
23-03-2025 17:00:00;49;17;Bewoelkt;13;0
23-03-2025 18:00:00;26;33;Bewoelkt;13;0
23-03-2025 19:00:00;17;17;Stellenweiser Regenfall;13;0
23-03-2025 20:00:00;15;9;Stellenweiser Regenfall;13;0
23-03-2025 21:00:00;10;6;Bewoelkt;12;0
23-03-2025 22:00:00;7;12;Leicht bewoelkt;12;0
23-03-2025 23:00:00;2;2;Stellenweiser Regenfall;11;0
24-03-2025 00:00:00;1;2;Bewoelkt;11;0
24-03-2025 01:00:00;2;1;Sonnig;11;0
24-03-2025 02:00:00;0;0;Leicht bewoelkt;10;0
24-03-2025 03:00:00;0;5;Leicht bewoelkt;10;0
24-03-2025 04:00:00;1;0;Leicht bewoelkt;9;0
24-03-2025 05:00:00;0;1;Leicht bewoelkt;10;0
24-03-2025 06:00:00;25;11;Leicht bewoelkt;10;0
24-03-2025 07:00:00;59;44;Leicht bewoelkt;10;0
24-03-2025 08:00:00;137;69;Stellenweiser Regenfall;10;0
24-03-2025 09:00:00;101;66;Stellenweiser Regenfall;11;0
24-03-2025 10:00:00;55;62;Stellenweiser Regenfall;11;0,1
24-03-2025 11:00:00;62;66;Leicht bewoelkt;11;0
24-03-2025 12:00:00;64;93;Leicht bewoelkt;12;0
24-03-2025 13:00:00;65;79;Leicht bewoelkt;13;0
24-03-2025 14:00:00;72;80;Leicht bewoelkt;14;0
24-03-2025 15:00:00;49;63;Leicht bewoelkt;14;0
24-03-2025 16:00:00;62;81;Leicht bewoelkt;14;0
24-03-2025 17:00:00;78;119;Leicht bewoelkt;13;0
24-03-2025 18:00:00;73;85;Stellenweiser Regenfall;13;0
24-03-2025 19:00:00;35;69;Stellenweiser Regenfall;12;0
24-03-2025 20:00:00;22;41;Bedeckt;12;0
24-03-2025 21:00:00;21;31;Stellenweiser Regenfall;12;0
24-03-2025 22:00:00;15;12;Stellenweiser Regenfall;11;0
24-03-2025 23:00:00;7;6;Stellenweiser Regenfall;10;0
25-03-2025 00:00:00;3;0;Sonnig;9;0
25-03-2025 01:00:00;1;1;Sonnig;8;0
25-03-2025 02:00:00;0;0;Sonnig;8;0
25-03-2025 03:00:00;0;1;Sonnig;7;0
25-03-2025 04:00:00;2;1;Leicht bewoelkt;7;0
25-03-2025 05:00:00;1;5;Leicht bewoelkt;6;0
25-03-2025 06:00:00;21;6;Bedeckt;7;0
25-03-2025 07:00:00;44;33;Bedeckt;7;0
25-03-2025 08:00:00;132;58;Bedeckt;8;0
25-03-2025 09:00:00;71;49;Bedeckt;9;0
25-03-2025 10:00:00;55;40;Bedeckt;10;0
25-03-2025 11:00:00;38;49;Bedeckt;11;0
25-03-2025 12:00:00;45;54;Bedeckt;12;0
25-03-2025 13:00:00;57;66;Leicht bewoelkt;13;0
25-03-2025 14:00:00;63;75;Sonnig;14;0
25-03-2025 15:00:00;67;76;Sonnig;15;0
25-03-2025 16:00:00;65;80;Sonnig;15;0
25-03-2025 17:00:00;87;105;Leicht bewoelkt;15;0
25-03-2025 18:00:00;93;95;Sonnig;14;0
25-03-2025 19:00:00;47;76;Leicht bewoelkt;13;0
25-03-2025 20:00:00;25;34;Bewoelkt;13;0
25-03-2025 21:00:00;23;34;Bedeckt;12;0
25-03-2025 22:00:00;26;13;Stellenweiser Regenfall;11;0,1
25-03-2025 23:00:00;3;6;Nieselregen;11;0,6
26-03-2025 00:00:00;2;1;Stellenweiser Regenfall;10;0
26-03-2025 01:00:00;1;1;Stellenweiser Regenfall;10;0
26-03-2025 02:00:00;0;0;Stellenweiser Regenfall;10;0
26-03-2025 03:00:00;1;2;Bedeckt;9;0
26-03-2025 04:00:00;0;0;Bedeckt;9;0
26-03-2025 05:00:00;0;6;Bewoelkt;9;0
26-03-2025 06:00:00;15;12;Sonnig;8;0
26-03-2025 07:00:00;61;38;Sonnig;8;0
26-03-2025 08:00:00;143;78;Sonnig;8;0
26-03-2025 09:00:00;79;52;Sonnig;9;0
26-03-2025 10:00:00;50;56;Sonnig;11;0
26-03-2025 11:00:00;33;54;Sonnig;12;0
26-03-2025 12:00:00;55;56;Sonnig;13;0
26-03-2025 13:00:00;53;88;Sonnig;14;0
26-03-2025 14:00:00;68;59;Sonnig;14;0
26-03-2025 15:00:00;48;69;Sonnig;15;0
26-03-2025 16:00:00;58;89;Sonnig;15;0
26-03-2025 17:00:00;75;81;Sonnig;14;0
26-03-2025 18:00:00;63;86;Sonnig;13;0
26-03-2025 19:00:00;44;60;Sonnig;12;0
26-03-2025 20:00:00;30;34;Sonnig;11;0
26-03-2025 21:00:00;24;18;Sonnig;11;0
26-03-2025 22:00:00;32;11;Sonnig;10;0
26-03-2025 23:00:00;9;4;Sonnig;9;0
27-03-2025 00:00:00;10;5;Sonnig;8;0
27-03-2025 01:00:00;2;1;Sonnig;8;0
27-03-2025 02:00:00;1;0;Sonnig;7;0
27-03-2025 03:00:00;1;3;Sonnig;7;0
27-03-2025 04:00:00;0;1;Bewoelkt;7;0
27-03-2025 05:00:00;3;3;Sonnig;6;0
27-03-2025 06:00:00;17;10;Sonnig;6;0
27-03-2025 07:00:00;54;34;Sonnig;7;0
27-03-2025 08:00:00;112;65;Sonnig;8;0
27-03-2025 09:00:00;72;51;Sonnig;10;0
27-03-2025 10:00:00;62;55;Sonnig;12;0
27-03-2025 11:00:00;61;66;Sonnig;13;0
27-03-2025 12:00:00;74;78;Sonnig;15;0
27-03-2025 13:00:00;46;80;Sonnig;16;0
27-03-2025 14:00:00;68;78;Sonnig;16;0
27-03-2025 15:00:00;73;88;Sonnig;17;0
27-03-2025 16:00:00;82;109;Sonnig;17;0
27-03-2025 17:00:00;111;120;Sonnig;16;0
27-03-2025 18:00:00;78;102;Sonnig;15;0
27-03-2025 19:00:00;62;60;Sonnig;14;0
27-03-2025 20:00:00;37;43;Sonnig;13;0
27-03-2025 21:00:00;28;32;Leicht bewoelkt;12;0
27-03-2025 22:00:00;24;21;Leicht bewoelkt;12;0
27-03-2025 23:00:00;11;8;Leicht bewoelkt;11;0
28-03-2025 00:00:00;2;5;Sonnig;10;0
28-03-2025 01:00:00;2;1;Sonnig;10;0
28-03-2025 02:00:00;1;0;Sonnig;9;0
28-03-2025 03:00:00;0;1;Sonnig;9;0
28-03-2025 04:00:00;2;0;Sonnig;8;0
28-03-2025 05:00:00;4;3;Sonnig;8;0
28-03-2025 06:00:00;15;9;Sonnig;8;0
28-03-2025 07:00:00;54;42;Sonnig;8;0
28-03-2025 08:00:00;79;52;Sonnig;10;0
28-03-2025 09:00:00;71;59;Sonnig;11;0
28-03-2025 10:00:00;65;66;Sonnig;13;0
28-03-2025 11:00:00;70;80;Sonnig;14;0
28-03-2025 12:00:00;75;82;Sonnig;15;0
28-03-2025 13:00:00;68;100;Sonnig;16;0
28-03-2025 14:00:00;64;77;Sonnig;16;0
28-03-2025 15:00:00;64;81;Sonnig;17;0
28-03-2025 16:00:00;82;103;Sonnig;17;0
28-03-2025 17:00:00;76;96;Leicht bewoelkt;16;0
28-03-2025 18:00:00;78;83;Leicht bewoelkt;15;0
28-03-2025 19:00:00;63;56;Leicht bewoelkt;14;0
28-03-2025 20:00:00;26;28;Leicht bewoelkt;13;0
28-03-2025 21:00:00;19;15;Leicht bewoelkt;12;0
28-03-2025 22:00:00;31;22;Leicht bewoelkt;11;0
28-03-2025 23:00:00;11;16;Bedeckt;10;0
29-03-2025 00:00:00;5;10;Stellenweiser Regenfall;9;0,1
29-03-2025 01:00:00;3;3;Nieselregen;8;0,4
29-03-2025 02:00:00;3;0;Nieselregen;8;0,5
29-03-2025 03:00:00;0;0;Leichter Regenfall;7;0,8
29-03-2025 04:00:00;4;2;Nieselregen;7;0,5
29-03-2025 05:00:00;4;0;Stellenweiser Regenfall;7;0,1
29-03-2025 06:00:00;0;0;Bewoelkt;7;0
29-03-2025 07:00:00;5;5;Leicht bewoelkt;7;0
29-03-2025 08:00:00;11;14;Leicht bewoelkt;8;0
29-03-2025 09:00:00;27;34;Bewoelkt;8;0
29-03-2025 10:00:00;45;63;Leicht bewoelkt;9;0
29-03-2025 11:00:00;39;81;Leicht bewoelkt;11;0
29-03-2025 12:00:00;46;62;Leicht bewoelkt;12;0
29-03-2025 13:00:00;65;59;Sonnig;12;0
29-03-2025 14:00:00;66;103;Leicht bewoelkt;13;0
29-03-2025 15:00:00;54;76;Leicht bewoelkt;13;0
29-03-2025 16:00:00;54;73;Leicht bewoelkt;13;0
29-03-2025 17:00:00;61;57;Leicht bewoelkt;12;0
29-03-2025 18:00:00;67;53;Sonnig;11;0
29-03-2025 19:00:00;39;44;Sonnig;10;0
29-03-2025 20:00:00;16;19;Sonnig;9;0
29-03-2025 21:00:00;12;11;Sonnig;9;0
29-03-2025 22:00:00;13;7;Sonnig;8;0
29-03-2025 23:00:00;13;8;Leicht bewoelkt;8;0
30-03-2025 00:00:00;14;9;Sonnig;7;0
30-03-2025 01:00:00;2;5;Sonnig;6;0
30-03-2025 03:00:00;2;6;Sonnig;6;0
30-03-2025 04:00:00;5;0;Leicht bewoelkt;6;0
30-03-2025 05:00:00;1;2;Leicht bewoelkt;6;0
30-03-2025 06:00:00;4;0;Bedeckt;7;0
30-03-2025 07:00:00;1;0;Bedeckt;7;0
30-03-2025 08:00:00;1;5;Bedeckt;7;0
30-03-2025 09:00:00;12;8;Bedeckt;8;0
30-03-2025 10:00:00;19;21;Bedeckt;9;0
30-03-2025 11:00:00;13;23;Bedeckt;9;0
30-03-2025 12:00:00;18;39;Stellenweiser Regenfall;10;0
30-03-2025 13:00:00;25;35;Stellenweiser Regenfall;10;0
30-03-2025 14:00:00;37;38;Stellenweiser Regenfall;10;0
30-03-2025 15:00:00;38;46;Stellenweiser Regenfall;11;0
30-03-2025 16:00:00;27;38;Stellenweiser Regenfall;11;0
30-03-2025 17:00:00;36;23;Stellenweiser Regenfall;11;0
30-03-2025 18:00:00;37;10;Stellenweiser Regenfall;10;0
30-03-2025 19:00:00;14;18;Stellenweiser Regenfall;9;0
30-03-2025 20:00:00;10;16;Leicht bewoelkt;8;0
30-03-2025 21:00:00;5;10;Sonnig;8;0
30-03-2025 22:00:00;5;3;Leicht bewoelkt;7;0
30-03-2025 23:00:00;5;5;Bedeckt;7;0
31-03-2025 00:00:00;4;1;Stellenweiser Regenfall;7;0
31-03-2025 01:00:00;0;1;Bedeckt;7;0
31-03-2025 02:00:00;0;1;Bedeckt;7;0
31-03-2025 03:00:00;2;0;Bewoelkt;7;0
31-03-2025 04:00:00;0;0;Bewoelkt;7;0
31-03-2025 05:00:00;3;2;Bewoelkt;7;0
31-03-2025 06:00:00;22;7;Bedeckt;7;0
31-03-2025 07:00:00;55;27;Bedeckt;7;0
31-03-2025 08:00:00;118;62;Bedeckt;7;0
31-03-2025 09:00:00;81;58;Bedeckt;8;0
31-03-2025 10:00:00;45;40;Leicht bewoelkt;9;0
31-03-2025 11:00:00;51;58;Leicht bewoelkt;10;0
31-03-2025 12:00:00;56;62;Sonnig;11;0
31-03-2025 13:00:00;70;77;Sonnig;12;0
31-03-2025 14:00:00;47;69;Sonnig;13;0
31-03-2025 15:00:00;65;59;Sonnig;13;0
31-03-2025 16:00:00;75;103;Sonnig;13;0
31-03-2025 17:00:00;91;110;Sonnig;13;0
31-03-2025 18:00:00;90;99;Leicht bewoelkt;12;0
31-03-2025 19:00:00;40;75;Leicht bewoelkt;11;0
31-03-2025 20:00:00;31;47;Sonnig;10;0
31-03-2025 21:00:00;22;32;Sonnig;9;0
31-03-2025 22:00:00;10;13;Sonnig;9;0
31-03-2025 23:00:00;12;4;Sonnig;8;0
01-04-2025 00:00:00;2;2;Sonnig;7;0
01-04-2025 01:00:00;1;1;Sonnig;6;0
01-04-2025 02:00:00;1;0;Sonnig;6;0
01-04-2025 03:00:00;0;1;Sonnig;6;0
01-04-2025 04:00:00;1;0;Sonnig;5;0
01-04-2025 05:00:00;1;2;Sonnig;5;0
01-04-2025 06:00:00;20;8;Sonnig;5;0
01-04-2025 07:00:00;59;38;Sonnig;6;0
01-04-2025 08:00:00;128;73;Sonnig;7;0
01-04-2025 09:00:00;124;54;Sonnig;9;0
01-04-2025 10:00:00;41;34;Sonnig;10;0
01-04-2025 11:00:00;51;56;Sonnig;11;0
01-04-2025 12:00:00;62;66;Sonnig;13;0
01-04-2025 13:00:00;57;82;Sonnig;14;0
01-04-2025 14:00:00;67;104;Sonnig;14;0
01-04-2025 15:00:00;71;79;Sonnig;15;0
01-04-2025 16:00:00;77;84;Sonnig;15;0
01-04-2025 17:00:00;99;102;Sonnig;14;0
01-04-2025 18:00:00;84;132;Sonnig;13;0
01-04-2025 19:00:00;57;65;Sonnig;12;0
01-04-2025 20:00:00;35;46;Sonnig;11;0
01-04-2025 21:00:00;25;25;Sonnig;10;0
01-04-2025 22:00:00;25;16;Sonnig;10;0
01-04-2025 23:00:00;1;11;Sonnig;9;0
02-04-2025 00:00:00;4;1;Sonnig;8;0
02-04-2025 01:00:00;4;3;Sonnig;8;0
02-04-2025 02:00:00;1;1;Sonnig;7;0
02-04-2025 03:00:00;0;2;Sonnig;7;0
02-04-2025 04:00:00;1;0;Sonnig;7;0
02-04-2025 05:00:00;1;4;Sonnig;6;0
02-04-2025 06:00:00;24;12;Sonnig;6;0
02-04-2025 07:00:00;68;42;Sonnig;7;0
02-04-2025 08:00:00;158;67;Sonnig;9;0
02-04-2025 09:00:00;103;45;Sonnig;11;0
02-04-2025 10:00:00;55;57;Sonnig;13;0
02-04-2025 11:00:00;52;49;Sonnig;14;0
02-04-2025 12:00:00;59;75;Sonnig;16;0
02-04-2025 13:00:00;81;81;Sonnig;17;0
02-04-2025 14:00:00;49;90;Sonnig;18;0
02-04-2025 15:00:00;76;104;Leicht bewoelkt;18;0
02-04-2025 16:00:00;85;115;Sonnig;18;0
02-04-2025 17:00:00;108;112;Sonnig;17;0
02-04-2025 18:00:00;86;119;Sonnig;16;0
02-04-2025 19:00:00;64;88;Sonnig;15;0
02-04-2025 20:00:00;40;49;Sonnig;14;0
02-04-2025 21:00:00;39;31;Sonnig;13;0
02-04-2025 22:00:00;18;17;Sonnig;12;0
02-04-2025 23:00:00;5;20;Sonnig;12;0
03-04-2025 00:00:00;4;0;Leicht bewoelkt;12;0
03-04-2025 01:00:00;3;1;Sonnig;11;0
03-04-2025 02:00:00;1;0;Sonnig;11;0
03-04-2025 03:00:00;0;0;Leicht bewoelkt;10;0
03-04-2025 04:00:00;0;0;Leicht bewoelkt;10;0
03-04-2025 05:00:00;2;2;Leicht bewoelkt;9;0
03-04-2025 06:00:00;18;10;Sonnig;9;0
03-04-2025 07:00:00;71;39;Sonnig;11;0
03-04-2025 08:00:00;131;63;Sonnig;12;0
03-04-2025 09:00:00;90;71;Sonnig;14;0
03-04-2025 10:00:00;64;62;Sonnig;16;0
03-04-2025 11:00:00;77;80;Sonnig;17;0
03-04-2025 12:00:00;77;75;Sonnig;19;0
03-04-2025 13:00:00;59;95;Sonnig;19;0
03-04-2025 14:00:00;72;78;Sonnig;20;0
03-04-2025 15:00:00;68;96;Sonnig;20;0
03-04-2025 16:00:00;77;113;Sonnig;20;0
03-04-2025 17:00:00;88;124;Sonnig;20;0
03-04-2025 18:00:00;128;138;Sonnig;18;0
03-04-2025 19:00:00;99;102;Sonnig;17;0
03-04-2025 20:00:00;47;52;Sonnig;16;0
03-04-2025 21:00:00;42;49;Sonnig;15;0
03-04-2025 22:00:00;21;20;Sonnig;14;0
03-04-2025 23:00:00;9;8;Sonnig;14;0
04-04-2025 00:00:00;3;5;Sonnig;13;0
04-04-2025 01:00:00;4;2;Sonnig;12;0
04-04-2025 02:00:00;0;0;Sonnig;12;0
04-04-2025 03:00:00;1;1;Sonnig;11;0
04-04-2025 04:00:00;0;0;Sonnig;11;0
04-04-2025 05:00:00;2;1;Sonnig;10;0
04-04-2025 06:00:00;17;8;Sonnig;11;0
04-04-2025 07:00:00;50;50;Sonnig;12;0
04-04-2025 08:00:00;118;57;Sonnig;13;0
04-04-2025 09:00:00;96;56;Sonnig;15;0
04-04-2025 10:00:00;74;55;Sonnig;17;0
04-04-2025 11:00:00;76;86;Sonnig;18;0
04-04-2025 12:00:00;79;87;Sonnig;20;0
04-04-2025 13:00:00;89;117;Sonnig;21;0
04-04-2025 14:00:00;66;84;Sonnig;21;0
04-04-2025 15:00:00;86;90;Sonnig;21;0
04-04-2025 16:00:00;71;112;Sonnig;21;0
04-04-2025 17:00:00;66;117;Sonnig;20;0
04-04-2025 18:00:00;89;125;Sonnig;19;0
04-04-2025 19:00:00;75;95;Sonnig;18;0
04-04-2025 20:00:00;42;38;Sonnig;16;0
04-04-2025 21:00:00;32;34;Sonnig;15;0
04-04-2025 22:00:00;41;23;Sonnig;14;0
04-04-2025 23:00:00;24;14;Sonnig;14;0
05-04-2025 00:00:00;14;8;Sonnig;13;0
05-04-2025 01:00:00;1;3;Sonnig;13;0
05-04-2025 02:00:00;3;5;Sonnig;12;0
05-04-2025 03:00:00;2;2;Sonnig;11;0
05-04-2025 04:00:00;0;1;Sonnig;11;0
05-04-2025 05:00:00;2;0;Sonnig;10;0
05-04-2025 06:00:00;3;0;Sonnig;10;0
05-04-2025 07:00:00;7;2;Sonnig;11;0
05-04-2025 08:00:00;13;17;Leicht bewoelkt;12;0
