location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents;towards Neumarkt pedestrians count;towards Neuer Wall pedestrians count;adult pedestrians count;child pedestrians count;adult towards Neumarkt pedestrians count;adult towards Neuer Wall pedestrians count;child towards Neumarkt pedestrians count;child towards Neuer Wall pedestrians count;zone 1 pedestrians count;zone 1 towards Neumarkt pedestrians count;zone 1 towards Neuer Wall pedestrians count;zone 2 pedestrians count;zone 2 towards Neumarkt pedestrians count;zone 2 towards Neuer Wall pedestrians count;collection_type
Steinstraße, Moers;2025-08-17 00:00:00 +0200;Sunday;3974;20;partly-cloudy-day;;2070;1904;3831;143;1983;1848;87;56;1605;1075;530;2369;995;1374;measured
Steinstraße, Moers;2025-08-18 00:00:00 +0200;Monday;14004;26;partly-cloudy-day;;7066;6938;13450;554;6748;6702;318;236;5946;3852;2094;8058;3214;4844;measured
Steinstraße, Moers;2025-08-19 00:00:00 +0200;Tuesday;13761;29;partly-cloudy-day;;6926;6835;13219;542;6614;6605;312;230;5765;3742;2023;7996;3184;4812;measured
Steinstraße, Moers;2025-08-20 00:00:00 +0200;Wednesday;14364;24;partly-cloudy-day;;7143;7221;13788;576;6839;6949;304;272;6050;4014;2036;8314;3129;5185;measured
Steinstraße, Moers;2025-08-21 00:00:00 +0200;Thursday;14298;24;partly-cloudy-day;;7178;7120;13735;563;6872;6863;306;257;6111;3938;2173;8187;3240;4947;measured
Steinstraße, Moers;2025-08-22 00:00:00 +0200;Friday;15879;18;partly-cloudy-day;;7937;7942;15209;670;7586;7623;351;319;7605;5018;2587;8274;2919;5355;measured
Steinstraße, Moers;2025-08-23 00:00:00 +0200;Saturday;16475;20;rain;;8309;8166;15902;573;7980;7922;329;244;7414;5133;2281;9061;3176;5885;measured
Steinstraße, Moers;2025-08-24 00:00:00 +0200;Sunday;4733;21;partly-cloudy-day;;2403;2330;4582;151;2318;2264;85;66;1870;1249;621;2863;1154;1709;measured
Steinstraße, Moers;2025-08-25 00:00:00 +0200;Monday;16001;23;partly-cloudy-day;;8053;7948;15327;674;7693;7634;360;314;6931;4589;2342;9070;3464;5606;measured
Steinstraße, Moers;2025-08-26 00:00:00 +0200;Tuesday;16669;28;partly-cloudy-day;;8394;8275;15992;677;8021;7971;373;304;7577;5075;2502;9092;3319;5773;measured
Steinstraße, Moers;2025-08-27 00:00:00 +0200;Wednesday;13065;27;rain;;6552;6513;12544;521;6277;6267;275;246;5783;3777;2006;7282;2775;4507;measured
Steinstraße, Moers;2025-08-28 00:00:00 +0200;Thursday;12776;25;rain;;6478;6298;12320;456;6220;6100;258;198;5605;3637;1968;7171;2841;4330;measured
Steinstraße, Moers;2025-08-29 00:00:00 +0200;Friday;16742;23;rain;;8413;8329;16120;622;8040;8080;373;249;8037;5408;2629;8705;3005;5700;mixed
Steinstraße, Moers;2025-08-30 00:00:00 +0200;Saturday;18586;23;rain;;9367;9219;17811;775;8960;8851;407;368;8400;5883;2517;10186;3484;6702;measured
Steinstraße, Moers;2025-08-31 00:00:00 +0200;Sunday;3793;25;rain;;1915;1878;3647;146;1833;1814;82;64;1450;961;489;2343;954;1389;measured
