location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents;towards Lappan pedestrians count;towards Markt pedestrians count;adult pedestrians count;child pedestrians count;adult towards Lappan pedestrians count;adult towards Markt pedestrians count;child towards Lappan pedestrians count;child towards Markt pedestrians count;zone 1 pedestrians count;zone 1 towards Lappan pedestrians count;zone 1 towards Markt pedestrians count;zone 2 pedestrians count;zone 2 towards Lappan pedestrians count;zone 2 towards Markt pedestrians count;collection_type
Haarenstraße, Oldenburg;2025-06-24 00:00:00 +0200;Tuesday;6651;20;rain;;3339;3312;6479;172;3249;3230;90;82;3811;2433;1378;2840;906;1934;measured
Haarenstraße, Oldenburg;2025-06-25 00:00:00 +0200;Wednesday;8008;22;rain;;3986;4022;7761;247;3861;3900;125;122;4560;2884;1676;3448;1102;2346;measured
Haarenstraße, Oldenburg;2025-06-26 00:00:00 +0200;Thursday;6845;24;rain;;3429;3416;6655;190;3332;3323;97;93;3907;2452;1455;2938;977;1961;measured
Haarenstraße, Oldenburg;2025-06-27 00:00:00 +0200;Friday;9210;20;rain;;4647;4563;8941;269;4516;4425;131;138;5376;3424;1952;3834;1223;2611;measured
Haarenstraße, Oldenburg;2025-06-28 00:00:00 +0200;Saturday;13288;26;partly-cloudy-day;;6683;6605;12934;354;6493;6441;190;164;7546;4876;2670;5742;1807;3935;measured
Haarenstraße, Oldenburg;2025-06-29 00:00:00 +0200;Sunday;4566;24;partly-cloudy-day;;2272;2294;4421;145;2197;2224;75;70;2903;1739;1164;1663;533;1130;measured
Haarenstraße, Oldenburg;2025-06-30 00:00:00 +0200;Monday;8139;26;clear-day;;4094;4045;7880;259;3955;3925;139;120;4547;2729;1818;3592;1365;2227;measured
Haarenstraße, Oldenburg;2025-07-01 00:00:00 +0200;Tuesday;7066;34;clear-day;;3574;3492;6834;232;3461;3373;113;119;3639;2269;1370;3427;1305;2122;measured
Haarenstraße, Oldenburg;2025-07-02 00:00:00 +0200;Wednesday;5799;36;rain;;2865;2934;5622;177;2777;2845;88;89;3096;1891;1205;2703;974;1729;measured
Haarenstraße, Oldenburg;2025-07-03 00:00:00 +0200;Thursday;9133;21;rain;;4544;4589;8826;307;4369;4457;175;132;5093;3205;1888;4040;1339;2701;measured
Haarenstraße, Oldenburg;2025-07-04 00:00:00 +0200;Friday;9267;23;partly-cloudy-day;;4645;4622;8971;296;4497;4474;148;148;4990;3214;1776;4277;1431;2846;measured
Haarenstraße, Oldenburg;2025-07-05 00:00:00 +0200;Saturday;13258;23;partly-cloudy-day;;6729;6529;12681;577;6455;6226;274;303;4812;3215;1597;8446;3514;4932;measured
Haarenstraße, Oldenburg;2025-07-06 00:00:00 +0200;Sunday;2457;24;rain;;1301;1156;2398;59;1270;1128;31;28;1579;959;620;878;342;536;measured
Haarenstraße, Oldenburg;2025-07-07 00:00:00 +0200;Monday;4281;17;rain;;2084;2197;4150;131;2024;2126;60;71;2498;1452;1046;1783;632;1151;measured
Haarenstraße, Oldenburg;2025-07-08 00:00:00 +0200;Tuesday;7327;18;rain;;3620;3707;7093;234;3499;3594;121;113;4120;2537;1583;3207;1083;2124;measured
Haarenstraße, Oldenburg;2025-07-09 00:00:00 +0200;Wednesday;8308;23;partly-cloudy-day;;4183;4125;8024;284;4042;3982;141;143;4626;2968;1658;3682;1215;2467;measured
Haarenstraße, Oldenburg;2025-07-10 00:00:00 +0200;Thursday;8079;22;partly-cloudy-day;;3996;4083;7803;276;3856;3947;140;136;4681;2786;1895;3398;1210;2188;measured
Haarenstraße, Oldenburg;2025-07-11 00:00:00 +0200;Friday;9251;23;partly-cloudy-day;;4507;4744;8956;295;4366;4590;141;154;5485;3339;2146;3766;1168;2598;measured
Haarenstraße, Oldenburg;2025-07-12 00:00:00 +0200;Saturday;11414;22;rain;;5737;5677;11149;265;5594;5555;143;122;6587;4232;2355;4827;1505;3322;measured
Haarenstraße, Oldenburg;2025-07-13 00:00:00 +0200;Sunday;3685;23;rain;;1808;1877;3577;108;1744;1833;64;44;2379;1383;996;1306;425;881;measured
Haarenstraße, Oldenburg;2025-07-14 00:00:00 +0200;Monday;7625;26;rain;;3694;3931;7347;278;3558;3789;136;142;4423;2631;1792;3202;1063;2139;measured
Haarenstraße, Oldenburg;2025-07-15 00:00:00 +0200;Tuesday;7132;22;rain;;3515;3617;6903;229;3396;3507;119;110;4164;2524;1640;2968;991;1977;measured
Haarenstraße, Oldenburg;2025-07-16 00:00:00 +0200;Wednesday;7016;20;rain;;3556;3460;6772;244;3417;3355;139;105;4043;2560;1483;2973;996;1977;measured
Haarenstraße, Oldenburg;2025-07-17 00:00:00 +0200;Thursday;7294;19;rain;;3707;3587;7058;236;3577;3481;130;106;4403;2770;1633;2891;937;1954;measured
Haarenstraße, Oldenburg;2025-07-18 00:00:00 +0200;Friday;8743;25;partly-cloudy-day;;4447;4296;8499;244;4312;4187;135;109;4807;3114;1693;3936;1333;2603;measured
Haarenstraße, Oldenburg;2025-07-19 00:00:00 +0200;Saturday;9788;28;rain;;4876;4912;9547;241;4750;4797;126;115;5272;3308;1964;4516;1568;2948;measured
Haarenstraße, Oldenburg;2025-07-20 00:00:00 +0200;Sunday;155;27;rain;;105;50;152;3;102;50;3;0;127;88;39;28;17;11;measured
Haarenstraße, Oldenburg;2025-07-20 00:00:00 +0200;Sunday;3088;;;;1592;1496;3004;84;1541;1463;51;33;1894;1139;755;1194;453;741;measured
Haarenstraße, Oldenburg;2025-07-21 00:00:00 +0200;Monday;6896;24;rain;;3484;3412;6679;217;3359;3320;125;92;4033;2520;1513;2863;964;1899;measured
Haarenstraße, Oldenburg;2025-07-22 00:00:00 +0200;Tuesday;6015;20;rain;;3063;2952;5829;186;2957;2872;106;80;3583;2273;1310;2432;790;1642;measured
Haarenstraße, Oldenburg;2025-07-23 00:00:00 +0200;Wednesday;7680;24;partly-cloudy-day;;3904;3776;7441;239;3768;3673;136;103;4398;2787;1611;3282;1117;2165;measured
Haarenstraße, Oldenburg;2025-07-24 00:00:00 +0200;Thursday;7371;24;partly-cloudy-day;;3719;3652;7152;219;3605;3547;114;105;4250;2675;1575;3121;1044;2077;measured
Haarenstraße, Oldenburg;2025-07-25 00:00:00 +0200;Friday;7764;20;rain;;3926;3838;7537;227;3816;3721;110;117;4765;2942;1823;2999;984;2015;mixed
Haarenstraße, Oldenburg;2025-07-26 00:00:00 +0200;Saturday;10536;25;rain;;5437;5099;10282;254;5309;4973;128;126;6029;4010;2019;4507;1427;3080;measured
Haarenstraße, Oldenburg;2025-07-27 00:00:00 +0200;Sunday;3007;20;rain;;1628;1379;2927;80;1588;1339;40;40;1968;1205;763;1039;423;616;measured
Haarenstraße, Oldenburg;2025-07-28 00:00:00 +0200;Monday;6856;21;rain;;3402;3454;6636;220;3285;3351;117;103;4042;2405;1637;2814;997;1817;measured
Haarenstraße, Oldenburg;2025-07-29 00:00:00 +0200;Tuesday;7379;21;rain;;3751;3628;7138;241;3626;3512;125;116;4245;2715;1530;3134;1036;2098;measured
Haarenstraße, Oldenburg;2025-07-30 00:00:00 +0200;Wednesday;7513;19;rain;;3811;3702;7277;236;3691;3586;120;116;4431;2705;1726;3082;1106;1976;measured
Haarenstraße, Oldenburg;2025-07-31 00:00:00 +0200;Thursday;7466;22;rain;;3818;3648;7248;218;3706;3542;112;106;4362;2802;1560;3104;1016;2088;measured
Haarenstraße, Oldenburg;2025-08-01 00:00:00 +0200;Friday;7825;20;rain;;3982;3843;7592;233;3867;3725;115;118;4544;2823;1721;3281;1159;2122;measured
Haarenstraße, Oldenburg;2025-08-02 00:00:00 +0200;Saturday;10172;20;rain;;5262;4910;9939;233;5131;4808;131;102;5584;3669;1915;4588;1593;2995;measured
Haarenstraße, Oldenburg;2025-08-03 00:00:00 +0200;Sunday;3721;22;rain;;1937;1784;3621;100;1875;1746;62;38;2187;1397;790;1534;540;994;measured
Haarenstraße, Oldenburg;2025-08-04 00:00:00 +0200;Monday;7966;23;rain;;4006;3960;7699;267;3874;3825;132;135;4758;2981;1777;3208;1025;2183;measured
Haarenstraße, Oldenburg;2025-08-05 00:00:00 +0200;Tuesday;8611;20;rain;;4429;4182;8325;286;4272;4053;157;129;4879;3209;1670;3732;1220;2512;measured
Haarenstraße, Oldenburg;2025-08-06 00:00:00 +0200;Wednesday;9278;20;partly-cloudy-day;;4649;4629;8975;303;4492;4483;157;146;5254;3336;1918;4024;1313;2711;measured
Haarenstraße, Oldenburg;2025-08-07 00:00:00 +0200;Thursday;8847;25;partly-cloudy-day;;4521;4326;8528;319;4355;4173;166;153;5022;3265;1757;3825;1256;2569;measured
Haarenstraße, Oldenburg;2025-08-08 00:00:00 +0200;Friday;9123;25;partly-cloudy-day;;4727;4396;8833;290;4559;4274;168;122;5240;3370;1870;3883;1357;2526;measured
Haarenstraße, Oldenburg;2025-08-09 00:00:00 +0200;Saturday;11945;27;partly-cloudy-day;;6204;5741;11642;303;6043;5599;161;142;6552;4435;2117;5393;1769;3624;measured
Haarenstraße, Oldenburg;2025-08-10 00:00:00 +0200;Sunday;3606;24;partly-cloudy-day;;1853;1753;3492;114;1798;1694;55;59;2371;1402;969;1235;451;784;measured
Haarenstraße, Oldenburg;2025-08-11 00:00:00 +0200;Monday;8813;26;partly-cloudy-day;;4483;4330;8509;304;4344;4165;139;165;5009;3264;1745;3804;1219;2585;measured
Haarenstraße, Oldenburg;2025-08-12 00:00:00 +0200;Tuesday;8283;30;partly-cloudy-day;;4173;4110;8014;269;4031;3983;142;127;4732;2996;1736;3551;1177;2374;measured
Haarenstraße, Oldenburg;2025-08-13 00:00:00 +0200;Wednesday;7905;34;partly-cloudy-day;;3996;3909;7657;248;3871;3786;125;123;4488;2733;1755;3417;1263;2154;measured
Haarenstraße, Oldenburg;2025-08-14 00:00:00 +0200;Thursday;8202;32;rain;;4145;4057;7948;254;4006;3942;139;115;4865;3097;1768;3337;1048;2289;measured
Haarenstraße, Oldenburg;2025-08-15 00:00:00 +0200;Friday;9101;28;partly-cloudy-day;;4682;4419;8822;279;4523;4299;159;120;5102;3335;1767;3999;1347;2652;measured
Haarenstraße, Oldenburg;2025-08-16 00:00:00 +0200;Saturday;11863;21;partly-cloudy-day;;6128;5735;11524;339;5962;5562;166;173;6788;4439;2349;5075;1689;3386;measured
Haarenstraße, Oldenburg;2025-08-17 00:00:00 +0200;Sunday;3779;22;partly-cloudy-day;;2020;1759;3688;91;1974;1714;46;45;2470;1519;951;1309;501;808;measured
Haarenstraße, Oldenburg;2025-08-18 00:00:00 +0200;Monday;7721;25;partly-cloudy-day;;3854;3867;7500;221;3751;3749;103;118;4454;2769;1685;3267;1085;2182;measured
Haarenstraße, Oldenburg;2025-08-19 00:00:00 +0200;Tuesday;8078;26;partly-cloudy-day;;4104;3974;7832;246;3975;3857;129;117;4571;2965;1606;3507;1139;2368;measured
Haarenstraße, Oldenburg;2025-08-20 00:00:00 +0200;Wednesday;8728;24;partly-cloudy-day;;4388;4340;8407;321;4205;4202;183;138;5071;3202;1869;3657;1186;2471;measured
Haarenstraße, Oldenburg;2025-08-21 00:00:00 +0200;Thursday;8388;20;partly-cloudy-day;;4164;4224;8116;272;4018;4098;146;126;4706;2937;1769;3682;1227;2455;measured
Haarenstraße, Oldenburg;2025-08-22 00:00:00 +0200;Friday;8967;18;rain;;4572;4395;8686;281;4430;4256;142;139;5183;3267;1916;3784;1305;2479;measured
Haarenstraße, Oldenburg;2025-08-23 00:00:00 +0200;Saturday;11617;19;partly-cloudy-day;;5978;5639;11312;305;5805;5507;173;132;6722;4395;2327;4895;1583;3312;measured
Haarenstraße, Oldenburg;2025-08-24 00:00:00 +0200;Sunday;3553;19;partly-cloudy-day;;1824;1729;3438;115;1767;1671;57;58;2246;1384;862;1307;440;867;measured
Haarenstraße, Oldenburg;2025-08-25 00:00:00 +0200;Monday;7579;20;partly-cloudy-day;;3830;3749;7331;248;3698;3633;132;116;4528;2866;1662;3051;964;2087;measured
Haarenstraße, Oldenburg;2025-08-26 00:00:00 +0200;Tuesday;7967;26;partly-cloudy-day;;4032;3935;7722;245;3905;3817;127;118;4508;2873;1635;3459;1159;2300;measured
Haarenstraße, Oldenburg;2025-08-27 00:00:00 +0200;Wednesday;8692;25;partly-cloudy-day;;4400;4292;8399;293;4237;4162;163;130;5305;3397;1908;3387;1003;2384;measured
Haarenstraße, Oldenburg;2025-08-28 00:00:00 +0200;Thursday;18849;25;rain;;9251;9598;18537;312;9082;9455;169;143;10711;6711;4000;8138;2540;5598;measured
Haarenstraße, Oldenburg;2025-08-29 00:00:00 +0200;Friday;23932;24;rain;;12393;11539;23596;336;12211;11385;182;154;13312;9001;4311;10620;3392;7228;mixed
Haarenstraße, Oldenburg;2025-08-30 00:00:00 +0200;Saturday;32284;23;rain;;16819;15465;31793;491;16555;15238;264;227;18300;12652;5648;13984;4167;9817;measured
Haarenstraße, Oldenburg;2025-08-31 00:00:00 +0200;Sunday;7377;23;rain;;4282;3095;7292;85;4232;3060;50;35;4990;3326;1664;2387;956;1431;measured
Haarenstraße, Oldenburg;2025-09-01 00:00:00 +0200;Monday;6165;20;rain;;3128;3037;5976;189;3027;2949;101;88;3695;2330;1365;2470;798;1672;measured
Haarenstraße, Oldenburg;2025-09-02 00:00:00 +0200;Tuesday;7989;22;rain;;4038;3951;7722;267;3900;3822;138;129;4775;3030;1745;3214;1008;2206;measured
Haarenstraße, Oldenburg;2025-09-03 00:00:00 +0200;Wednesday;7835;23;rain;;4002;3833;7562;273;3860;3702;142;131;4732;3025;1707;3103;977;2126;measured
Haarenstraße, Oldenburg;2025-09-04 00:00:00 +0200;Thursday;7892;24;rain;;3996;3896;7610;282;3856;3754;140;142;4704;3012;1692;3188;984;2204;measured
Haarenstraße, Oldenburg;2025-09-05 00:00:00 +0200;Friday;8694;21;rain;;4389;4305;8455;239;4270;4185;119;120;5106;3214;1892;3588;1175;2413;measured
Haarenstraße, Oldenburg;2025-09-06 00:00:00 +0200;Saturday;12351;23;rain;;6300;6051;12061;290;6140;5921;160;130;7160;4609;2551;5191;1691;3500;measured
Haarenstraße, Oldenburg;2025-09-07 00:00:00 +0200;Sunday;3647;24;cloudy;;1910;1737;3568;79;1870;1698;40;39;2337;1438;899;1310;472;838;measured
Haarenstraße, Oldenburg;2025-09-08 00:00:00 +0200;Monday;6;24;rain;;2;4;6;0;2;4;0;0;1;1;0;5;1;4;measured
Haarenstraße, Oldenburg;2025-09-08 00:00:00 +0200;Monday;6386;;;;3168;3218;6175;211;3070;3105;98;113;3871;2377;1494;2515;791;1724;measured
Haarenstraße, Oldenburg;2025-09-09 00:00:00 +0200;Tuesday;7253;23;rain;;3649;3604;7024;229;3543;3481;106;123;4451;2797;1654;2802;852;1950;measured
Haarenstraße, Oldenburg;2025-09-10 00:00:00 +0200;Wednesday;7456;20;partly-cloudy-day;;3808;3648;7224;232;3674;3550;134;98;4423;2851;1572;3033;957;2076;measured
Haarenstraße, Oldenburg;2025-09-11 00:00:00 +0200;Thursday;6938;21;rain;;3467;3471;6738;200;3365;3373;102;98;4030;2478;1552;2908;989;1919;measured
Haarenstraße, Oldenburg;2025-09-12 00:00:00 +0200;Friday;7676;20;partly-cloudy-day;;3859;3817;7517;159;3764;3753;95;64;4502;2861;1641;3174;998;2176;measured
Haarenstraße, Oldenburg;2025-09-13 00:00:00 +0200;Saturday;11658;19;rain;;5864;5794;11362;296;5717;5645;147;149;6716;4400;2316;4942;1464;3478;measured
Haarenstraße, Oldenburg;2025-09-14 00:00:00 +0200;Sunday;3405;19;rain;;1798;1607;3328;77;1753;1575;45;32;2187;1363;824;1218;435;783;measured
Haarenstraße, Oldenburg;2025-09-15 00:00:00 +0200;Monday;6569;21;rain;;3285;3284;6353;216;3184;3169;101;115;3843;2421;1422;2726;864;1862;measured
Haarenstraße, Oldenburg;2025-09-16 00:00:00 +0200;Tuesday;5867;17;rain;;2975;2892;5710;157;2898;2812;77;80;3355;2068;1287;2512;907;1605;measured
Haarenstraße, Oldenburg;2025-09-17 00:00:00 +0200;Wednesday;7599;18;rain;;3748;3851;7353;246;3628;3725;120;126;4504;2794;1710;3095;954;2141;measured
Haarenstraße, Oldenburg;2025-09-18 00:00:00 +0200;Thursday;5676;19;rain;;2896;2780;5485;191;2796;2689;100;91;3249;2044;1205;2427;852;1575;measured
Haarenstraße, Oldenburg;2025-09-19 00:00:00 +0200;Friday;9713;24;partly-cloudy-day;;4952;4761;9493;220;4833;4660;119;101;5464;3556;1908;4249;1396;2853;measured
Haarenstraße, Oldenburg;2025-09-20 00:00:00 +0200;Saturday;12229;28;rain;;6216;6013;11907;322;6054;5853;162;160;6977;4531;2446;5252;1685;3567;measured
Haarenstraße, Oldenburg;2025-09-21 00:00:00 +0200;Sunday;3417;21;partly-cloudy-day;;1809;1608;3343;74;1774;1569;35;39;2214;1336;878;1203;473;730;measured
Haarenstraße, Oldenburg;2025-09-22 00:00:00 +0200;Monday;7008;16;partly-cloudy-day;;3561;3447;6754;254;3406;3348;155;99;4285;2633;1652;2723;928;1795;measured
Haarenstraße, Oldenburg;2025-09-23 00:00:00 +0200;Tuesday;7805;18;rain;;3947;3858;7558;247;3816;3742;131;116;4756;2980;1776;3049;967;2082;measured
Haarenstraße, Oldenburg;2025-09-24 00:00:00 +0200;Wednesday;8353;18;partly-cloudy-day;;4241;4112;8125;228;4119;4006;122;106;5057;3140;1917;3296;1101;2195;measured
Haarenstraße, Oldenburg;2025-09-25 00:00:00 +0200;Thursday;7712;17;partly-cloudy-day;;3923;3789;7462;250;3779;3683;144;106;4553;2875;1678;3159;1048;2111;measured
Haarenstraße, Oldenburg;2025-09-26 00:00:00 +0200;Friday;8698;17;rain;;4301;4397;8460;238;4181;4279;120;118;5218;3147;2071;3480;1154;2326;measured
Haarenstraße, Oldenburg;2025-09-27 00:00:00 +0200;Saturday;14246;17;rain;;7615;6631;13782;464;7363;6419;252;212;8309;5612;2697;5937;2003;3934;measured
Haarenstraße, Oldenburg;2025-09-28 00:00:00 +0200;Sunday;3567;20;partly-cloudy-day;;1879;1688;3463;104;1822;1641;57;47;2326;1443;883;1241;436;805;measured
Haarenstraße, Oldenburg;2025-09-29 00:00:00 +0200;Monday;6889;19;rain;;3409;3480;6679;210;3297;3382;112;98;4210;2564;1646;2679;845;1834;measured
Haarenstraße, Oldenburg;2025-09-30 00:00:00 +0200;Tuesday;7127;18;rain;;3530;3597;6924;203;3431;3493;99;104;4303;2682;1621;2824;848;1976;measured
Haarenstraße, Oldenburg;2025-10-01 00:00:00 +0200;Wednesday;8179;15;partly-cloudy-day;;4103;4076;7910;269;3949;3961;154;115;4894;3129;1765;3285;974;2311;measured
Haarenstraße, Oldenburg;2025-10-02 00:00:00 +0200;Thursday;8697;16;partly-cloudy-day;;4337;4360;8390;307;4172;4218;165;142;5153;3236;1917;3544;1101;2443;measured
Haarenstraße, Oldenburg;2025-10-03 00:00:00 +0200;Friday;3643;15;rain;;1893;1750;3555;88;1847;1708;46;42;2288;1402;886;1355;491;864;measured
Haarenstraße, Oldenburg;2025-10-04 00:00:00 +0200;Saturday;9420;14;rain;;4932;4488;9235;185;4828;4407;104;81;5333;3451;1882;4087;1481;2606;measured
Haarenstraße, Oldenburg;2025-10-05 00:00:00 +0200;Sunday;6591;14;rain;;3334;3257;6429;162;3249;3180;85;77;4161;2554;1607;2430;780;1650;measured
Haarenstraße, Oldenburg;2025-10-06 00:00:00 +0200;Monday;6336;15;rain;;3171;3165;6125;211;3061;3064;110;101;3936;2368;1568;2400;803;1597;measured
Haarenstraße, Oldenburg;2025-10-07 00:00:00 +0200;Tuesday;8037;18;rain;;4031;4006;7827;210;3909;3918;122;88;4967;3100;1867;3070;931;2139;measured
Haarenstraße, Oldenburg;2025-10-08 00:00:00 +0200;Wednesday;8244;18;rain;;4253;3991;7987;257;4114;3873;139;118;4987;3182;1805;3257;1071;2186;measured
Haarenstraße, Oldenburg;2025-10-09 00:00:00 +0200;Thursday;7888;15;rain;;3912;3976;7636;252;3787;3849;125;127;4738;2976;1762;3150;936;2214;measured
Haarenstraße, Oldenburg;2025-10-10 00:00:00 +0200;Friday;9544;17;rain;;4869;4675;9245;299;4715;4530;154;145;5708;3634;2074;3836;1235;2601;measured
Haarenstraße, Oldenburg;2025-10-11 00:00:00 +0200;Saturday;14277;16;cloudy;;7365;6912;13917;360;7175;6742;190;170;8357;5517;2840;5920;1848;4072;measured
Haarenstraße, Oldenburg;2025-10-12 00:00:00 +0200;Sunday;4839;15;rain;;2635;2204;4733;106;2572;2161;63;43;3260;2073;1187;1579;562;1017;measured
Haarenstraße, Oldenburg;2025-10-13 00:00:00 +0200;Monday;8019;17;partly-cloudy-day;;4037;3982;7788;231;3913;3875;124;107;4867;3056;1811;3152;981;2171;measured
Haarenstraße, Oldenburg;2025-10-14 00:00:00 +0200;Tuesday;7783;15;rain;;3870;3913;7516;267;3746;3770;124;143;4664;2926;1738;3119;944;2175;measured
Haarenstraße, Oldenburg;2025-10-15 00:00:00 +0200;Wednesday;7540;14;rain;;3833;3707;7285;255;3702;3583;131;124;4479;2759;1720;3061;1074;1987;measured
Haarenstraße, Oldenburg;2025-10-16 00:00:00 +0200;Thursday;7332;15;rain;;3585;3747;7109;223;3475;3634;110;113;4387;2652;1735;2945;933;2012;measured
Haarenstraße, Oldenburg;2025-10-17 00:00:00 +0200;Friday;8129;13;rain;;4091;4038;7919;210;3983;3936;108;102;4779;2960;1819;3350;1131;2219;measured
Haarenstraße, Oldenburg;2025-10-18 00:00:00 +0200;Saturday;12909;11;partly-cloudy-day;;6662;6247;12601;308;6503;6098;159;149;7603;5027;2576;5306;1635;3671;measured
Haarenstraße, Oldenburg;2025-10-19 00:00:00 +0200;Sunday;3403;12;partly-cloudy-day;;1778;1625;3312;91;1733;1579;45;46;2075;1290;785;1328;488;840;measured
Haarenstraße, Oldenburg;2025-10-20 00:00:00 +0200;Monday;6968;14;rain;;3499;3469;6743;225;3383;3360;116;109;4174;2531;1643;2794;968;1826;measured
Haarenstraße, Oldenburg;2025-10-21 00:00:00 +0200;Tuesday;5403;15;rain;;2734;2669;5267;136;2661;2606;73;63;3099;1881;1218;2304;853;1451;measured
Haarenstraße, Oldenburg;2025-10-22 00:00:00 +0200;Wednesday;8036;15;rain;;3979;4057;7805;231;3867;3938;112;119;4604;2876;1728;3432;1103;2329;measured
Haarenstraße, Oldenburg;2025-10-23 00:00:00 +0200;Thursday;7783;17;rain;;3901;3882;7584;199;3795;3789;106;93;4534;2800;1734;3249;1101;2148;measured
Haarenstraße, Oldenburg;2025-10-24 00:00:00 +0200;Friday;8342;12;rain;;4283;4059;8145;197;4172;3973;111;86;4980;3077;1903;3362;1206;2156;measured
Haarenstraße, Oldenburg;2025-10-25 00:00:00 +0200;Saturday;9752;11;rain;;4903;4849;9531;221;4771;4760;132;89;5355;3342;2013;4397;1561;2836;measured
Haarenstraße, Oldenburg;2025-10-26 00:00:00 +0200;Sunday;2551;11;rain;;1314;1237;2506;45;1293;1213;21;24;1639;937;702;912;377;535;measured
Haarenstraße, Oldenburg;2025-10-27 00:00:00 +0100;Monday;5983;10;rain;;2901;3082;5825;158;2809;3016;92;66;3485;2030;1455;2498;871;1627;mixed
Haarenstraße, Oldenburg;2025-10-28 00:00:00 +0100;Tuesday;6459;14;rain;;3194;3265;6283;176;3096;3187;98;78;3801;2316;1485;2658;878;1780;measured
Haarenstraße, Oldenburg;2025-10-29 00:00:00 +0100;Wednesday;8246;14;rain;;4103;4143;8002;244;3972;4030;131;113;4850;3045;1805;3396;1058;2338;measured
Haarenstraße, Oldenburg;2025-10-30 00:00:00 +0100;Thursday;8995;13;rain;;4451;4544;8752;243;4327;4425;124;119;5322;3364;1958;3673;1087;2586;measured
Haarenstraße, Oldenburg;2025-10-31 00:00:00 +0100;Friday;4450;12;partly-cloudy-day;;2335;2115;4354;96;2289;2065;46;50;2777;1737;1040;1673;598;1075;measured
Haarenstraße, Oldenburg;2025-11-01 00:00:00 +0100;Saturday;10180;14;rain;;5266;4914;9897;283;5121;4776;145;138;5792;3657;2135;4388;1609;2779;mixed
Haarenstraße, Oldenburg;2025-11-02 00:00:00 +0100;Sunday;10683;13;rain;;5482;5201;10422;261;5341;5081;141;120;6207;4178;2029;4476;1304;3172;measured
Haarenstraße, Oldenburg;2025-11-03 00:00:00 +0100;Monday;6143;12;rain;;3025;3118;5966;177;2933;3033;92;85;3714;2222;1492;2429;803;1626;measured
Haarenstraße, Oldenburg;2025-11-04 00:00:00 +0100;Tuesday;7662;16;partly-cloudy-day;;3807;3855;7411;251;3664;3747;143;108;4524;2825;1699;3138;982;2156;measured
Haarenstraße, Oldenburg;2025-11-05 00:00:00 +0100;Wednesday;8483;16;rain;;4195;4288;8217;266;4066;4151;129;137;5052;3075;1977;3431;1120;2311;measured
Haarenstraße, Oldenburg;2025-11-06 00:00:00 +0100;Thursday;8332;14;partly-cloudy-day;;4171;4161;8088;244;4052;4036;119;125;5071;3075;1996;3261;1096;2165;measured
Haarenstraße, Oldenburg;2025-11-07 00:00:00 +0100;Friday;9556;11;partly-cloudy-day;;4833;4723;9284;272;4687;4597;146;126;5605;3446;2159;3951;1387;2564;mixed
Haarenstraße, Oldenburg;2025-11-08 00:00:00 +0100;Saturday;14229;10;rain;;7338;6891;13878;351;7168;6710;170;181;8006;5308;2698;6223;2030;4193;measured
Haarenstraße, Oldenburg;2025-11-09 00:00:00 +0100;Sunday;3370;12;rain;;1775;1595;3287;83;1737;1550;38;45;1963;1228;735;1407;547;860;measured
Haarenstraße, Oldenburg;2025-11-10 00:00:00 +0100;Monday;7825;10;rain;;3553;4272;7582;243;3433;4149;120;123;4961;2638;2323;2864;915;1949;measured
Haarenstraße, Oldenburg;2025-11-11 00:00:00 +0100;Tuesday;7333;12;rain;;3659;3674;7120;213;3531;3589;128;85;4245;2672;1573;3088;987;2101;measured
