location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents;towards Lappan pedestrians count;towards Markt pedestrians count;adult pedestrians count;child pedestrians count;adult towards Lappan pedestrians count;adult towards Markt pedestrians count;child towards Lappan pedestrians count;child towards Markt pedestrians count;zone 1 pedestrians count;zone 1 towards Lappan pedestrians count;zone 1 towards Markt pedestrians count;zone 2 pedestrians count;zone 2 towards Lappan pedestrians count;zone 2 towards Markt pedestrians count;collection_type
Haarenstraße, Oldenburg;2025-01-24 00:00:00 +0100;Friday;6100;9;rain;;2983;3117;5957;143;2908;3049;75;68;3194;2017;1177;2906;966;1940;measured
Haarenstraße, Oldenburg;2025-01-25 00:00:00 +0100;Saturday;10888;8;rain;;5606;5282;10618;270;5456;5162;150;120;5657;3888;1769;5231;1718;3513;measured
Haarenstraße, Oldenburg;2025-01-26 00:00:00 +0100;Sunday;3220;5;rain;;1662;1558;3138;82;1621;1517;41;41;1787;1156;631;1433;506;927;mixed
Haarenstraße, Oldenburg;2025-01-27 00:00:00 +0100;Monday;5958;12;rain;;2934;3024;5802;156;2857;2945;77;79;3133;2088;1045;2825;846;1979;measured
Haarenstraße, Oldenburg;2025-01-28 00:00:00 +0100;Tuesday;6599;10;rain;;3304;3295;6411;188;3197;3214;107;81;3523;2338;1185;3076;966;2110;measured
Haarenstraße, Oldenburg;2025-01-29 00:00:00 +0100;Wednesday;5926;8;rain;;2836;3090;5778;148;2759;3019;77;71;3114;1973;1141;2812;863;1949;measured
Haarenstraße, Oldenburg;2025-01-30 00:00:00 +0100;Thursday;6441;7;rain;;3138;3303;6229;212;3024;3205;114;98;3524;2228;1296;2917;910;2007;measured
Haarenstraße, Oldenburg;2025-01-31 00:00:00 +0100;Friday;9137;7;rain;;4475;4662;8860;277;4331;4529;144;133;4892;3154;1738;4245;1321;2924;measured
Haarenstraße, Oldenburg;2025-02-01 00:00:00 +0100;Saturday;12690;2;cloudy;;6274;6416;12460;230;6156;6304;118;112;6533;4393;2140;6157;1881;4276;measured
Haarenstraße, Oldenburg;2025-02-02 00:00:00 +0100;Sunday;3481;1;rain;;1800;1681;3401;80;1759;1642;41;39;1927;1281;646;1554;519;1035;measured
Haarenstraße, Oldenburg;2025-02-03 00:00:00 +0100;Monday;6992;4;partly-cloudy-day;;3479;3513;6804;188;3380;3424;99;89;3862;2459;1403;3130;1020;2110;measured
Haarenstraße, Oldenburg;2025-02-04 00:00:00 +0100;Tuesday;6800;3;partly-cloudy-day;;3403;3397;6580;220;3271;3309;132;88;3710;2358;1352;3090;1045;2045;measured
Haarenstraße, Oldenburg;2025-02-05 00:00:00 +0100;Wednesday;6598;7;rain;;3266;3332;6397;201;3159;3238;107;94;3614;2312;1302;2984;954;2030;measured
Haarenstraße, Oldenburg;2025-02-06 00:00:00 +0100;Thursday;6746;6;partly-cloudy-day;;3338;3408;6528;218;3219;3309;119;99;3589;2307;1282;3157;1031;2126;measured
Haarenstraße, Oldenburg;2025-02-07 00:00:00 +0100;Friday;7152;3;cloudy;;3463;3689;6949;203;3370;3579;93;110;3761;2340;1421;3391;1123;2268;measured
Haarenstraße, Oldenburg;2025-02-08 00:00:00 +0100;Saturday;10972;5;rain;;5592;5380;10707;265;5455;5252;137;128;5725;3863;1862;5247;1729;3518;measured
Haarenstraße, Oldenburg;2025-02-09 00:00:00 +0100;Sunday;3677;5;partly-cloudy-day;;1999;1678;3575;102;1934;1641;65;37;2061;1428;633;1616;571;1045;measured
Haarenstraße, Oldenburg;2025-02-10 00:00:00 +0100;Monday;5987;4;partly-cloudy-day;;2959;3028;5800;187;2854;2946;105;82;3361;2088;1273;2626;871;1755;measured
Haarenstraße, Oldenburg;2025-02-11 00:00:00 +0100;Tuesday;4934;2;snow;;2391;2543;4840;94;2341;2499;50;44;2614;1686;928;2320;705;1615;measured
Haarenstraße, Oldenburg;2025-02-12 00:00:00 +0100;Wednesday;6002;2;snow;;2944;3058;5866;136;2885;2981;59;77;3222;2077;1145;2780;867;1913;measured
Haarenstraße, Oldenburg;2025-02-13 00:00:00 +0100;Thursday;5690;1;snow;;2782;2908;5562;128;2724;2838;58;70;3071;1930;1141;2619;852;1767;measured
Haarenstraße, Oldenburg;2025-02-14 00:00:00 +0100;Friday;8117;1;cloudy;;3982;4135;7892;225;3859;4033;123;102;4257;2793;1464;3860;1189;2671;measured
Haarenstraße, Oldenburg;2025-02-15 00:00:00 +0100;Saturday;11479;2;partly-cloudy-day;;5835;5644;11234;245;5704;5530;131;114;5907;4092;1815;5572;1743;3829;measured
Haarenstraße, Oldenburg;2025-02-16 00:00:00 +0100;Sunday;3313;2;partly-cloudy-day;;1784;1529;3243;70;1747;1496;37;33;1941;1323;618;1372;461;911;measured
Haarenstraße, Oldenburg;2025-02-17 00:00:00 +0100;Monday;5810;2;clear-day;;2953;2857;5654;156;2871;2783;82;74;3261;2146;1115;2549;807;1742;measured
Haarenstraße, Oldenburg;2025-02-18 00:00:00 +0100;Tuesday;6145;2;clear-day;;3023;3122;5981;164;2932;3049;91;73;3333;2152;1181;2812;871;1941;measured
Haarenstraße, Oldenburg;2025-02-19 00:00:00 +0100;Wednesday;6524;5;clear-day;;3179;3345;6324;200;3083;3241;96;104;3564;2326;1238;2960;853;2107;measured
Haarenstraße, Oldenburg;2025-02-20 00:00:00 +0100;Thursday;6665;7;rain;;3312;3353;6476;189;3208;3268;104;85;3593;2277;1316;3072;1035;2037;measured
Haarenstraße, Oldenburg;2025-02-21 00:00:00 +0100;Friday;9058;16;rain;;4491;4567;8778;280;4355;4423;136;144;4762;3227;1535;4296;1264;3032;measured
Haarenstraße, Oldenburg;2025-02-22 00:00:00 +0100;Saturday;12437;14;rain;;6494;5943;12080;357;6304;5776;190;167;6504;4606;1898;5933;1888;4045;measured
Haarenstraße, Oldenburg;2025-02-23 00:00:00 +0100;Sunday;4007;12;rain;;1966;2041;3929;78;1928;2001;38;40;2270;1474;796;1737;492;1245;measured
Haarenstraße, Oldenburg;2025-02-24 00:00:00 +0100;Monday;5379;13;rain;;2712;2667;5187;192;2611;2576;101;91;3051;1912;1139;2328;800;1528;measured
Haarenstraße, Oldenburg;2025-02-25 00:00:00 +0100;Tuesday;7011;12;rain;;3490;3521;6815;196;3396;3419;94;102;3946;2506;1440;3065;984;2081;measured
Haarenstraße, Oldenburg;2025-02-26 00:00:00 +0100;Wednesday;6901;9;rain;;3426;3475;6725;176;3332;3393;94;82;3696;2442;1254;3205;984;2221;measured
Haarenstraße, Oldenburg;2025-02-27 00:00:00 +0100;Thursday;6611;8;rain;;3239;3372;6423;188;3134;3289;105;83;3577;2304;1273;3034;935;2099;measured
Haarenstraße, Oldenburg;2025-02-28 00:00:00 +0100;Friday;8046;5;rain;;4072;3974;7838;208;3962;3876;110;98;4449;2901;1548;3597;1171;2426;measured
Haarenstraße, Oldenburg;2025-03-01 00:00:00 +0100;Saturday;12990;6;cloudy;;6548;6442;12674;316;6384;6290;164;152;6977;4681;2296;6013;1867;4146;measured
Haarenstraße, Oldenburg;2025-03-02 00:00:00 +0100;Sunday;3738;9;partly-cloudy-day;;1950;1788;3643;95;1896;1747;54;41;2061;1402;659;1677;548;1129;measured
Haarenstraße, Oldenburg;2025-03-03 00:00:00 +0100;Monday;7043;10;partly-cloudy-day;;3516;3527;6829;214;3392;3437;124;90;3874;2543;1331;3169;973;2196;measured
Haarenstraße, Oldenburg;2025-03-04 00:00:00 +0100;Tuesday;7116;11;partly-cloudy-day;;3542;3574;6924;192;3434;3490;108;84;3838;2560;1278;3278;982;2296;measured
Haarenstraße, Oldenburg;2025-03-05 00:00:00 +0100;Wednesday;7790;15;clear-day;;3812;3978;7507;283;3672;3835;140;143;4359;2770;1589;3431;1042;2389;measured
Haarenstraße, Oldenburg;2025-03-06 00:00:00 +0100;Thursday;7888;17;clear-day;;3912;3976;7631;257;3764;3867;148;109;4305;2884;1421;3583;1028;2555;measured
Haarenstraße, Oldenburg;2025-03-07 00:00:00 +0100;Friday;10248;19;clear-day;;5128;5120;9877;371;4925;4952;203;168;5633;3742;1891;4615;1386;3229;measured
Haarenstraße, Oldenburg;2025-03-08 00:00:00 +0100;Saturday;14791;18;partly-cloudy-day;;7663;7128;14431;360;7486;6945;177;183;7824;5467;2357;6967;2196;4771;measured
Haarenstraße, Oldenburg;2025-03-09 00:00:00 +0100;Sunday;4581;17;partly-cloudy-day;;2435;2146;4461;120;2364;2097;71;49;2598;1764;834;1983;671;1312;measured
Haarenstraße, Oldenburg;2025-03-10 00:00:00 +0100;Monday;7329;13;partly-cloudy-day;;3661;3668;7088;241;3537;3551;124;117;4134;2666;1468;3195;995;2200;measured
Haarenstraße, Oldenburg;2025-03-11 00:00:00 +0100;Tuesday;6593;6;partly-cloudy-day;;3278;3315;6372;221;3156;3216;122;99;3611;2381;1230;2982;897;2085;measured
Haarenstraße, Oldenburg;2025-03-12 00:00:00 +0100;Wednesday;7117;8;rain;;3481;3636;6908;209;3368;3540;113;96;3779;2395;1384;3338;1086;2252;measured
Haarenstraße, Oldenburg;2025-03-13 00:00:00 +0100;Thursday;7073;7;partly-cloudy-day;;3472;3601;6853;220;3350;3503;122;98;3819;2447;1372;3254;1025;2229;measured
Haarenstraße, Oldenburg;2025-03-14 00:00:00 +0100;Friday;8579;6;snow;;4262;4317;8366;213;4146;4220;116;97;4715;3091;1624;3864;1171;2693;measured
Haarenstraße, Oldenburg;2025-03-15 00:00:00 +0100;Saturday;13873;7;partly-cloudy-day;;6922;6951;13536;337;6760;6776;162;175;7626;5148;2478;6247;1774;4473;measured
Haarenstraße, Oldenburg;2025-03-16 00:00:00 +0100;Sunday;3374;8;rain;;1768;1606;3290;84;1724;1566;44;40;1907;1277;630;1467;491;976;measured
Haarenstraße, Oldenburg;2025-03-17 00:00:00 +0100;Monday;7007;8;clear-day;;3423;3584;6790;217;3314;3476;109;108;3901;2481;1420;3106;942;2164;measured
Haarenstraße, Oldenburg;2025-03-18 00:00:00 +0100;Tuesday;7474;10;clear-day;;3713;3761;7225;249;3591;3634;122;127;4017;2648;1369;3457;1065;2392;measured
Haarenstraße, Oldenburg;2025-03-19 00:00:00 +0100;Wednesday;8099;15;clear-day;;3906;4193;7805;294;3762;4043;144;150;4390;2814;1576;3709;1092;2617;measured
Haarenstraße, Oldenburg;2025-03-20 00:00:00 +0100;Thursday;8197;19;partly-cloudy-day;;4054;4143;7916;281;3916;4000;138;143;4492;2886;1606;3705;1168;2537;measured
Haarenstraße, Oldenburg;2025-03-21 00:00:00 +0100;Friday;9949;20;clear-day;;5031;4918;9681;268;4883;4798;148;120;5296;3480;1816;4653;1551;3102;measured
Haarenstraße, Oldenburg;2025-03-22 00:00:00 +0100;Saturday;13808;18;clear-day;;7027;6781;13503;305;6884;6619;143;162;7261;4977;2284;6547;2050;4497;measured
Haarenstraße, Oldenburg;2025-03-23 00:00:00 +0100;Sunday;3859;16;rain;;2020;1839;3757;102;1969;1788;51;51;2120;1448;672;1739;572;1167;measured
Haarenstraße, Oldenburg;2025-03-24 00:00:00 +0100;Monday;6841;16;rain;;3358;3483;6634;207;3255;3379;103;104;3990;2477;1513;2851;881;1970;measured
Haarenstraße, Oldenburg;2025-03-25 00:00:00 +0100;Tuesday;6747;12;rain;;3395;3352;6539;208;3289;3250;106;102;3648;2410;1238;3099;985;2114;measured
Haarenstraße, Oldenburg;2025-03-26 00:00:00 +0100;Wednesday;7005;10;cloudy;;3516;3489;6776;229;3393;3383;123;106;3861;2532;1329;3144;984;2160;measured
Haarenstraße, Oldenburg;2025-03-27 00:00:00 +0100;Thursday;8137;15;clear-day;;4053;4084;7881;256;3926;3955;127;129;4470;2957;1513;3667;1096;2571;measured
Haarenstraße, Oldenburg;2025-03-28 00:00:00 +0100;Friday;9475;18;clear-day;;4851;4624;9163;312;4676;4487;175;137;5134;3502;1632;4341;1349;2992;measured
Haarenstraße, Oldenburg;2025-03-29 00:00:00 +0100;Saturday;13244;14;partly-cloudy-day;;6845;6399;12915;329;6667;6248;178;151;7010;4889;2121;6234;1956;4278;measured
Haarenstraße, Oldenburg;2025-03-30 00:00:00 +0100;Sunday;2754;10;rain;;1457;1297;2699;55;1430;1269;27;28;1474;991;483;1280;466;814;measured
Haarenstraße, Oldenburg;2025-03-31 00:00:00 +0200;Monday;6919;11;rain;;3509;3410;6718;201;3397;3321;112;89;3988;2559;1429;2931;950;1981;measured
Haarenstraße, Oldenburg;2025-04-01 00:00:00 +0200;Tuesday;7878;14;partly-cloudy-day;;3914;3964;7662;216;3808;3854;106;110;4394;2879;1515;3484;1035;2449;measured
Haarenstraße, Oldenburg;2025-04-02 00:00:00 +0200;Wednesday;8333;17;clear-day;;4192;4141;8055;278;4037;4018;155;123;4643;3001;1642;3690;1191;2499;measured
Haarenstraße, Oldenburg;2025-04-03 00:00:00 +0200;Thursday;8952;20;clear-day;;4528;4424;8650;302;4362;4288;166;136;4998;3332;1666;3954;1196;2758;measured
Haarenstraße, Oldenburg;2025-04-04 00:00:00 +0200;Friday;9714;21;clear-day;;4805;4909;9453;261;4678;4775;127;134;5397;3470;1927;4317;1335;2982;measured
Haarenstraße, Oldenburg;2025-04-05 00:00:00 +0200;Saturday;11852;13;clear-day;;6096;5756;11567;285;5955;5612;141;144;6496;4368;2128;5356;1728;3628;measured
Haarenstraße, Oldenburg;2025-04-06 00:00:00 +0200;Sunday;9285;11;clear-day;;4742;4543;9070;215;4639;4431;103;112;4972;3460;1512;4313;1282;3031;measured
Haarenstraße, Oldenburg;2025-04-07 00:00:00 +0200;Monday;7245;13;clear-day;;3615;3630;7017;228;3499;3518;116;112;4080;2664;1416;3165;951;2214;measured
Haarenstraße, Oldenburg;2025-04-08 00:00:00 +0200;Tuesday;7887;15;partly-cloudy-day;;3981;3906;7643;244;3841;3802;140;104;4308;2880;1428;3579;1101;2478;measured
Haarenstraße, Oldenburg;2025-04-09 00:00:00 +0200;Wednesday;7751;9;cloudy;;3910;3841;7514;237;3801;3713;109;128;4272;2830;1442;3479;1080;2399;measured
Haarenstraße, Oldenburg;2025-04-10 00:00:00 +0200;Thursday;7748;14;partly-cloudy-day;;3900;3848;7514;234;3790;3724;110;124;4247;2731;1516;3501;1169;2332;measured
Haarenstraße, Oldenburg;2025-04-11 00:00:00 +0200;Friday;12;18;partly-cloudy-day;;7;5;12;0;7;5;0;0;8;4;4;4;3;1;measured
Haarenstraße, Oldenburg;2025-04-11 00:00:00 +0200;Friday;8495;;;;4244;4251;8209;286;4100;4109;144;142;4648;3007;1641;3847;1237;2610;measured
Haarenstraße, Oldenburg;2025-04-12 00:00:00 +0200;Saturday;11984;20;partly-cloudy-day;;6141;5843;11669;315;5974;5695;167;148;6464;4379;2085;5520;1762;3758;measured
Haarenstraße, Oldenburg;2025-04-13 00:00:00 +0200;Sunday;2921;19;rain;;1474;1447;2839;82;1432;1407;42;40;1517;1006;511;1404;468;936;measured
Haarenstraße, Oldenburg;2025-04-14 00:00:00 +0200;Monday;7740;18;rain;;3797;3943;7493;247;3673;3820;124;123;4313;2710;1603;3427;1087;2340;measured
Haarenstraße, Oldenburg;2025-04-15 00:00:00 +0200;Tuesday;9260;24;rain;;4667;4593;8972;288;4509;4463;158;130;4891;3294;1597;4369;1373;2996;measured
Haarenstraße, Oldenburg;2025-04-16 00:00:00 +0200;Wednesday;8910;21;rain;;4494;4416;8615;295;4335;4280;159;136;4776;3180;1596;4134;1314;2820;measured
Haarenstraße, Oldenburg;2025-04-17 00:00:00 +0200;Thursday;9106;11;rain;;4629;4477;8794;312;4442;4352;187;125;4954;3311;1643;4152;1318;2834;measured
Haarenstraße, Oldenburg;2025-04-18 00:00:00 +0200;Friday;3108;10;rain;;1525;1583;3046;62;1494;1552;31;31;1818;1148;670;1290;377;913;measured
Haarenstraße, Oldenburg;2025-04-19 00:00:00 +0200;Saturday;14375;14;partly-cloudy-day;;7376;6999;14079;296;7210;6869;166;130;7891;5327;2564;6484;2049;4435;measured
Haarenstraße, Oldenburg;2025-04-20 00:00:00 +0200;Sunday;2795;16;partly-cloudy-day;;1476;1319;2719;76;1431;1288;45;31;1643;1064;579;1152;412;740;measured
Haarenstraße, Oldenburg;2025-04-21 00:00:00 +0200;Monday;3355;16;rain;;1725;1630;3265;90;1680;1585;45;45;1926;1273;653;1429;452;977;measured
Haarenstraße, Oldenburg;2025-04-22 00:00:00 +0200;Tuesday;8438;15;rain;;4202;4236;8158;280;4061;4097;141;139;4627;2978;1649;3811;1224;2587;measured
Haarenstraße, Oldenburg;2025-04-23 00:00:00 +0200;Wednesday;8606;17;rain;;4340;4266;8362;244;4221;4141;119;125;4809;3138;1671;3797;1202;2595;measured
Haarenstraße, Oldenburg;2025-04-24 00:00:00 +0200;Thursday;7743;16;rain;;3865;3878;7519;224;3752;3767;113;111;4183;2786;1397;3560;1079;2481;measured
Haarenstraße, Oldenburg;2025-04-25 00:00:00 +0200;Friday;9473;15;partly-cloudy-day;;4841;4632;9168;305;4675;4493;166;139;5369;3532;1837;4104;1309;2795;measured
Haarenstraße, Oldenburg;2025-04-26 00:00:00 +0200;Saturday;12116;18;partly-cloudy-day;;6082;6034;11784;332;5919;5865;163;169;6504;4356;2148;5612;1726;3886;measured
Haarenstraße, Oldenburg;2025-04-27 00:00:00 +0200;Sunday;4050;18;clear-day;;2059;1991;3942;108;2001;1941;58;50;2327;1496;831;1723;563;1160;measured
Haarenstraße, Oldenburg;2025-04-28 00:00:00 +0200;Monday;7627;21;partly-cloudy-day;;3802;3825;7383;244;3679;3704;123;121;4571;2843;1728;3056;959;2097;measured
Haarenstraße, Oldenburg;2025-04-29 00:00:00 +0200;Tuesday;9106;21;partly-cloudy-day;;4500;4606;8782;324;4330;4452;170;154;5348;3363;1985;3758;1137;2621;measured
Haarenstraße, Oldenburg;2025-04-30 00:00:00 +0200;Wednesday;10006;23;partly-cloudy-day;;4970;5036;9664;342;4791;4873;179;163;5520;3552;1968;4486;1418;3068;measured
Haarenstraße, Oldenburg;2025-05-01 00:00:00 +0200;Thursday;4688;27;partly-cloudy-day;;2417;2271;4546;142;2341;2205;76;66;2830;1690;1140;1858;727;1131;measured
Haarenstraße, Oldenburg;2025-05-02 00:00:00 +0200;Friday;9820;24;partly-cloudy-day;;5060;4760;9517;303;4913;4604;147;156;5591;3628;1963;4229;1432;2797;measured
Haarenstraße, Oldenburg;2025-05-03 00:00:00 +0200;Saturday;12524;17;rain;;6446;6078;12220;304;6282;5938;164;140;7023;4743;2280;5501;1703;3798;measured
Haarenstraße, Oldenburg;2025-05-04 00:00:00 +0200;Sunday;2846;12;partly-cloudy-day;;1545;1301;2773;73;1505;1268;40;33;1741;1145;596;1105;400;705;measured
Haarenstraße, Oldenburg;2025-05-05 00:00:00 +0200;Monday;7081;14;partly-cloudy-day;;3527;3554;6851;230;3401;3450;126;104;4311;2615;1696;2770;912;1858;measured
Haarenstraße, Oldenburg;2025-05-06 00:00:00 +0200;Tuesday;7261;14;rain;;3571;3690;7028;233;3457;3571;114;119;4279;2627;1652;2982;944;2038;measured
Haarenstraße, Oldenburg;2025-05-07 00:00:00 +0200;Wednesday;8638;18;partly-cloudy-day;;4129;4509;8353;285;3989;4364;140;145;5000;2998;2002;3638;1131;2507;measured
Haarenstraße, Oldenburg;2025-05-08 00:00:00 +0200;Thursday;8481;17;partly-cloudy-day;;4146;4335;8169;312;3992;4177;154;158;4847;3032;1815;3634;1114;2520;measured
Haarenstraße, Oldenburg;2025-05-09 00:00:00 +0200;Friday;9497;20;partly-cloudy-day;;4713;4784;9281;216;4603;4678;110;106;5313;3382;1931;4184;1331;2853;measured
Haarenstraße, Oldenburg;2025-05-10 00:00:00 +0200;Saturday;13839;20;partly-cloudy-day;;7064;6775;13450;389;6870;6580;194;195;7716;5167;2549;6123;1897;4226;measured
Haarenstraße, Oldenburg;2025-05-11 00:00:00 +0200;Sunday;3906;22;clear-day;;2068;1838;3783;123;2010;1773;58;65;2370;1475;895;1536;593;943;measured
Haarenstraße, Oldenburg;2025-05-12 00:00:00 +0200;Monday;7477;19;clear-day;;3595;3882;7231;246;3473;3758;122;124;4368;2601;1767;3109;994;2115;measured
Haarenstraße, Oldenburg;2025-05-13 00:00:00 +0200;Tuesday;7942;22;clear-day;;3839;4103;7642;300;3686;3956;153;147;4439;2714;1725;3503;1125;2378;measured
Haarenstraße, Oldenburg;2025-05-14 00:00:00 +0200;Wednesday;8155;18;partly-cloudy-day;;3894;4261;7895;260;3778;4117;116;144;4697;2869;1828;3458;1025;2433;measured
Haarenstraße, Oldenburg;2025-05-15 00:00:00 +0200;Thursday;7965;18;partly-cloudy-day;;4033;3932;7696;269;3877;3819;156;113;4433;2841;1592;3532;1192;2340;measured
Haarenstraße, Oldenburg;2025-05-16 00:00:00 +0200;Friday;8900;16;partly-cloudy-day;;4385;4515;8649;251;4259;4390;126;125;5124;3247;1877;3776;1138;2638;measured
Haarenstraße, Oldenburg;2025-05-17 00:00:00 +0200;Saturday;11857;19;rain;;6064;5793;11594;263;5931;5663;133;130;6666;4341;2325;5191;1723;3468;measured
Haarenstraße, Oldenburg;2025-05-18 00:00:00 +0200;Sunday;3744;18;partly-cloudy-day;;1985;1759;3635;109;1921;1714;64;45;2304;1462;842;1440;523;917;measured
Haarenstraße, Oldenburg;2025-05-19 00:00:00 +0200;Monday;7097;20;partly-cloudy-day;;3545;3552;6867;230;3420;3447;125;105;4050;2549;1501;3047;996;2051;measured
Haarenstraße, Oldenburg;2025-05-20 00:00:00 +0200;Tuesday;7832;22;partly-cloudy-day;;3947;3885;7542;290;3781;3761;166;124;4342;2769;1573;3490;1178;2312;measured
Haarenstraße, Oldenburg;2025-05-21 00:00:00 +0200;Wednesday;8508;19;partly-cloudy-day;;4230;4278;8210;298;4097;4113;133;165;4689;2979;1710;3819;1251;2568;measured
Haarenstraße, Oldenburg;2025-05-22 00:00:00 +0200;Thursday;6874;13;rain;;3484;3390;6702;172;3397;3305;87;85;3818;2535;1283;3056;949;2107;measured
Haarenstraße, Oldenburg;2025-05-23 00:00:00 +0200;Friday;8405;15;rain;;4174;4231;8155;250;4040;4115;134;116;4791;2989;1802;3614;1185;2429;measured
Haarenstraße, Oldenburg;2025-05-24 00:00:00 +0200;Saturday;12111;18;rain;;6276;5835;11832;279;6124;5708;152;127;6271;4336;1935;5840;1940;3900;measured
Haarenstraße, Oldenburg;2025-05-25 00:00:00 +0200;Sunday;2869;19;rain;;1524;1345;2807;62;1492;1315;32;30;1685;1070;615;1184;454;730;measured
Haarenstraße, Oldenburg;2025-05-26 00:00:00 +0200;Monday;6747;18;rain;;3383;3364;6544;203;3278;3266;105;98;3924;2491;1433;2823;892;1931;measured
Haarenstraße, Oldenburg;2025-05-27 00:00:00 +0200;Tuesday;6240;17;rain;;3069;3171;6047;193;2976;3071;93;100;3560;2270;1290;2680;799;1881;measured
Haarenstraße, Oldenburg;2025-05-28 00:00:00 +0200;Wednesday;8507;18;rain;;4225;4282;8290;217;4107;4183;118;99;4835;3093;1742;3672;1132;2540;measured
Haarenstraße, Oldenburg;2025-05-29 00:00:00 +0200;Thursday;3463;18;rain;;1866;1597;3370;93;1811;1559;55;38;2177;1360;817;1286;506;780;measured
Haarenstraße, Oldenburg;2025-05-30 00:00:00 +0200;Friday;11989;23;partly-cloudy-day;;6163;5826;11643;346;5999;5644;164;182;6638;4371;2267;5351;1792;3559;measured
Haarenstraße, Oldenburg;2025-05-31 00:00:00 +0200;Saturday;80;25;rain;;51;29;79;1;50;29;1;0;51;39;12;29;12;17;measured
Haarenstraße, Oldenburg;2025-05-31 00:00:00 +0200;Saturday;11326;;;;5778;5548;11039;287;5642;5397;136;151;6106;4063;2043;5220;1715;3505;measured
Haarenstraße, Oldenburg;2025-06-01 00:00:00 +0200;Sunday;3304;23;rain;;1782;1522;3225;79;1742;1483;40;39;2059;1290;769;1245;492;753;measured
Haarenstraße, Oldenburg;2025-06-02 00:00:00 +0200;Monday;6693;20;rain;;3410;3283;6450;243;3283;3167;127;116;3873;2496;1377;2820;914;1906;measured
Haarenstraße, Oldenburg;2025-06-03 00:00:00 +0200;Tuesday;7865;23;partly-cloudy-day;;3921;3944;7647;218;3817;3830;104;114;4462;2896;1566;3403;1025;2378;measured
Haarenstraße, Oldenburg;2025-06-04 00:00:00 +0200;Wednesday;7378;21;rain;;3693;3685;7150;228;3567;3583;126;102;4401;2755;1646;2977;938;2039;measured
Haarenstraße, Oldenburg;2025-06-05 00:00:00 +0200;Thursday;7131;19;rain;;3486;3645;6899;232;3368;3531;118;114;4140;2588;1552;2991;898;2093;measured
Haarenstraße, Oldenburg;2025-06-06 00:00:00 +0200;Friday;8455;18;rain;;4271;4184;8237;218;4154;4083;117;101;4777;3078;1699;3678;1193;2485;measured
Haarenstraße, Oldenburg;2025-06-07 00:00:00 +0200;Saturday;10736;18;rain;;5423;5313;10490;246;5305;5185;118;128;5701;3791;1910;5035;1632;3403;measured
Haarenstraße, Oldenburg;2025-06-08 00:00:00 +0200;Sunday;2885;15;rain;;1482;1403;2822;63;1449;1373;33;30;1716;1021;695;1169;461;708;measured
Haarenstraße, Oldenburg;2025-06-09 00:00:00 +0200;Monday;3509;18;rain;;1781;1728;3413;96;1721;1692;60;36;2183;1317;866;1326;464;862;mixed
Haarenstraße, Oldenburg;2025-06-10 00:00:00 +0200;Tuesday;6242;17;rain;;3092;3150;6083;159;3019;3064;73;86;3427;2136;1291;2815;956;1859;measured
Haarenstraße, Oldenburg;2025-06-11 00:00:00 +0200;Wednesday;8175;19;partly-cloudy-day;;4152;4023;7876;299;4006;3870;146;153;4892;3057;1835;3283;1095;2188;measured
Haarenstraße, Oldenburg;2025-06-12 00:00:00 +0200;Thursday;8669;24;clear-day;;4290;4379;8393;276;4144;4249;146;130;4901;3015;1886;3768;1275;2493;measured
Haarenstraße, Oldenburg;2025-06-13 00:00:00 +0200;Friday;9479;27;partly-cloudy-day;;4736;4743;9229;250;4594;4635;142;108;5001;3103;1898;4478;1633;2845;measured
Haarenstraße, Oldenburg;2025-06-14 00:00:00 +0200;Saturday;10210;32;rain;;5141;5069;9994;216;5033;4961;108;108;5270;3356;1914;4940;1785;3155;measured
Haarenstraße, Oldenburg;2025-06-15 00:00:00 +0200;Sunday;3109;26;rain;;1651;1458;3040;69;1617;1423;34;35;2015;1277;738;1094;374;720;measured
Haarenstraße, Oldenburg;2025-06-16 00:00:00 +0200;Monday;7855;21;partly-cloudy-day;;3913;3942;7614;241;3797;3817;116;125;4525;2895;1630;3330;1018;2312;measured
Haarenstraße, Oldenburg;2025-06-17 00:00:00 +0200;Tuesday;8111;25;partly-cloudy-day;;4023;4088;7859;252;3896;3963;127;125;4408;2782;1626;3703;1241;2462;measured
Haarenstraße, Oldenburg;2025-06-18 00:00:00 +0200;Wednesday;7984;24;partly-cloudy-day;;3963;4021;7722;262;3821;3901;142;120;4640;2990;1650;3344;973;2371;measured
Haarenstraße, Oldenburg;2025-06-19 00:00:00 +0200;Thursday;9430;20;partly-cloudy-day;;4672;4758;9121;309;4510;4611;162;147;5267;3324;1943;4163;1348;2815;measured
Haarenstraße, Oldenburg;2025-06-20 00:00:00 +0200;Friday;9988;23;partly-cloudy-day;;4960;5028;9700;288;4811;4889;149;139;5749;3528;2221;4239;1432;2807;measured
Haarenstraße, Oldenburg;2025-06-21 00:00:00 +0200;Saturday;12060;29;partly-cloudy-day;;6105;5955;11794;266;5951;5843;154;112;6183;3964;2219;5877;2141;3736;measured
Haarenstraße, Oldenburg;2025-06-22 00:00:00 +0200;Sunday;3149;32;rain;;1586;1563;3040;109;1528;1512;58;51;1829;1136;693;1320;450;870;measured
Haarenstraße, Oldenburg;2025-06-23 00:00:00 +0200;Monday;5947;20;rain;;2878;3069;5766;181;2785;2981;93;88;3427;2122;1305;2520;756;1764;measured
